player_lower,RimMade,RimMiss,RimAst,MidMade,MidMiss,MidAst,ThreeMade,ThreeMiss,ThreeAst,DunkMade,DunkMiss,DunkAst,Player,Team,Role,YR,ND_RimMade,ND_RimMiss,ND_RimAtt,NonDunk_Rim%,NonDunk_Assisted%,RimAtt,Total_Rim%,Total_Assisted_Rim%,Mid_Att,Mid_FG%,Mid_Assisted%,TwoPt_Att,TwoPt_FG%,TwoPt_Assisted%,Three_Att,Three_FG%,Three_Assisted%,Total_Assisted%,Total_Att,Rim_Freq,Mid_Freq,Three_Freq,TwoPt_Freq,DunkAtt,Dunk_Freq,Dunk_FG%,First_Season,Last_Season
a.j. neal,0,1,0,6,4,1,3,3,1,0,0,0,A.J. Neal,LIU,G,Sr,0,1,1,0.0,,1,0.0,,10,0.6,0.16666666666666666,11,0.5454545454545454,0.16666666666666666,6,0.5,0.3333333333333333,0.2222222222222222,17,0.058823529411764705,0.5882352941176471,0.35294117647058826,0.6470588235294118,0,0.0,,2026,2026
a.j. staton-mccray,16,6,9,4,10,1,18,25,17,2,0,2,A.J. Staton-McCray,Seton Hall,G,Sr,14,6,20,0.7,0.5,22,0.7272727272727273,0.5625,14,0.2857142857142857,0.25,36,0.5555555555555556,0.5,43,0.4186046511627907,0.9444444444444444,0.7105263157894737,79,0.27848101265822783,0.17721518987341772,0.5443037974683544,0.45569620253164556,2,0.02531645569620253,1.0,2026,2026
aaron clark,11,18,1,6,8,0,8,14,2,0,0,0,Aaron Clark,Pepperdine,G,Jr,11,18,29,0.3793103448275862,0.09090909090909091,29,0.3793103448275862,0.09090909090909091,14,0.42857142857142855,0.0,43,0.3953488372093023,0.058823529411764705,22,0.36363636363636365,0.25,0.12,65,0.4461538461538462,0.2153846153846154,0.3384615384615385,0.6615384615384615,0,0.0,,2026,2026
aaron davis,5,2,1,0,4,0,4,10,2,0,0,0,Aaron Davis,Bryant,G,Jr,5,2,7,0.7142857142857143,0.2,7,0.7142857142857143,0.2,4,0.0,,11,0.45454545454545453,0.2,14,0.2857142857142857,0.5,0.3333333333333333,25,0.28,0.16,0.56,0.44,0,0.0,,2026,2026
aaron mcbride,14,5,7,1,5,0,5,5,5,5,0,3,Aaron McBride,Loyola Marymount,F,Jr,9,5,14,0.6428571428571429,0.4444444444444444,19,0.7368421052631579,0.5,6,0.16666666666666666,0.0,25,0.6,0.4666666666666667,10,0.5,1.0,0.6,35,0.5428571428571428,0.17142857142857143,0.2857142857142857,0.7142857142857143,5,0.14285714285714285,1.0,2026,2026
aaron nkrumah,9,8,1,8,13,2,5,15,4,2,0,1,Aaron Nkrumah,Tennessee St.,G,Sr,7,8,15,0.4666666666666667,0.0,17,0.5294117647058824,0.1111111111111111,21,0.38095238095238093,0.25,38,0.4473684210526316,0.17647058823529413,20,0.25,0.8,0.3181818181818182,58,0.29310344827586204,0.3620689655172414,0.3448275862068966,0.6551724137931034,2,0.034482758620689655,1.0,2026,2026
abdi bashir jr.,0,2,0,4,8,0,25,25,20,0,0,0,Abdi Bashir Jr.,Kansas St.,G,Jr,0,2,2,0.0,,2,0.0,,12,0.3333333333333333,0.0,14,0.2857142857142857,0.0,50,0.5,0.8,0.6896551724137931,64,0.03125,0.1875,0.78125,0.21875,0,0.0,,2026,2026
abdulai fanta kabba,13,6,11,0,0,0,0,0,0,7,0,6,Abdulai Fanta Kabba,Western Carolina,C,So,6,6,12,0.5,0.8333333333333334,19,0.6842105263157895,0.8461538461538461,0,,,19,0.6842105263157895,0.8461538461538461,0,,,0.8461538461538461,19,1.0,0.0,0.0,1.0,7,0.3684210526315789,1.0,2026,2026
ac bryant,0,3,0,0,0,0,15,20,14,0,0,0,AC Bryant,Jacksonville St.,G,Jr,0,3,3,0.0,,3,0.0,,0,,,3,0.0,,35,0.42857142857142855,0.9333333333333333,0.9333333333333333,38,0.07894736842105263,0.0,0.9210526315789473,0.07894736842105263,0,0.0,,2026,2026
acaden lewis,23,7,4,3,5,0,4,16,4,0,0,0,Acaden Lewis,Villanova,G,Fr,23,7,30,0.7666666666666667,0.17391304347826086,30,0.7666666666666667,0.17391304347826086,8,0.375,0.0,38,0.6842105263157895,0.15384615384615385,20,0.2,1.0,0.26666666666666666,58,0.5172413793103449,0.13793103448275862,0.3448275862068966,0.6551724137931034,0,0.0,,2026,2026
ace buckner,13,1,6,7,6,0,2,18,2,0,0,0,Ace Buckner,Clemson,G,So,13,1,14,0.9285714285714286,0.46153846153846156,14,0.9285714285714286,0.46153846153846156,13,0.5384615384615384,0.0,27,0.7407407407407407,0.3,20,0.1,1.0,0.36363636363636365,47,0.2978723404255319,0.2765957446808511,0.425531914893617,0.574468085106383,0,0.0,,2026,2026
ace glass lll,9,5,0,12,3,1,16,24,3,0,0,0,Ace Glass lll,Washington St.,G,Fr,9,5,14,0.6428571428571429,0.0,14,0.6428571428571429,0.0,15,0.8,0.08333333333333333,29,0.7241379310344828,0.047619047619047616,40,0.4,0.1875,0.10810810810810811,69,0.2028985507246377,0.21739130434782608,0.5797101449275363,0.42028985507246375,0,0.0,,2026,2026
adam harakow,5,8,3,0,0,0,7,7,7,0,0,0,Adam Harakow,Wyoming,G,Jr,5,8,13,0.38461538461538464,0.6,13,0.38461538461538464,0.6,0,,,13,0.38461538461538464,0.6,14,0.5,1.0,0.8333333333333334,27,0.48148148148148145,0.0,0.5185185185185185,0.48148148148148145,0,0.0,,2026,2026
adam hinton,16,10,7,3,6,1,11,12,10,3,0,3,Adam Hinton,Cornell,G,Sr,13,10,23,0.5652173913043478,0.3076923076923077,26,0.6153846153846154,0.4375,9,0.3333333333333333,0.3333333333333333,35,0.5428571428571428,0.42105263157894735,23,0.4782608695652174,0.9090909090909091,0.6,58,0.4482758620689655,0.15517241379310345,0.39655172413793105,0.603448275862069,3,0.05172413793103448,1.0,2026,2026
adam miller,11,2,4,5,6,0,12,27,11,0,0,0,Adam Miller,Gonzaga,G,Sr,11,2,13,0.8461538461538461,0.36363636363636365,13,0.8461538461538461,0.36363636363636365,11,0.45454545454545453,0.0,24,0.6666666666666666,0.25,39,0.3076923076923077,0.9166666666666666,0.5357142857142857,63,0.20634920634920634,0.1746031746031746,0.6190476190476191,0.38095238095238093,0,0.0,,2026,2026
adam olsen,7,10,1,3,3,1,20,28,20,0,0,0,Adam Olsen,South Alabama,F,Jr,7,10,17,0.4117647058823529,0.14285714285714285,17,0.4117647058823529,0.14285714285714285,6,0.5,0.3333333333333333,23,0.43478260869565216,0.2,48,0.4166666666666667,1.0,0.7333333333333333,71,0.23943661971830985,0.08450704225352113,0.676056338028169,0.323943661971831,0,0.0,,2026,2026
aday mara,28,8,15,4,7,3,0,3,0,12,3,7,Aday Mara,Michigan,C,Jr,16,5,21,0.7619047619047619,0.5,36,0.7777777777777778,0.5357142857142857,11,0.36363636363636365,0.75,47,0.6808510638297872,0.5625,3,0.0,,0.5625,50,0.72,0.22,0.06,0.94,15,0.3,0.8,2026,2026
addison patterson,19,14,7,5,6,2,8,7,7,2,2,2,Addison Patterson,Eastern Michigan,F,Sr,17,12,29,0.5862068965517241,0.29411764705882354,33,0.5757575757575758,0.3684210526315789,11,0.45454545454545453,0.4,44,0.5454545454545454,0.375,15,0.5333333333333333,0.875,0.5,59,0.559322033898305,0.1864406779661017,0.2542372881355932,0.7457627118644068,4,0.06779661016949153,0.5,2026,2026
ade popoola,2,5,1,1,3,0,13,13,12,2,2,1,Ade Popoola,Tulsa,G,Jr,0,3,3,0.0,,7,0.2857142857142857,0.5,4,0.25,0.0,11,0.2727272727272727,0.3333333333333333,26,0.5,0.9230769230769231,0.8125,37,0.1891891891891892,0.10810810810810811,0.7027027027027027,0.2972972972972973,4,0.10810810810810811,0.5,2026,2026
aden holloway,9,7,0,8,7,0,21,28,14,0,0,0,Aden Holloway,Alabama,G,Jr,9,7,16,0.5625,0.0,16,0.5625,0.0,15,0.5333333333333333,0.0,31,0.5483870967741935,0.0,49,0.42857142857142855,0.6666666666666666,0.3684210526315789,80,0.2,0.1875,0.6125,0.3875,0,0.0,,2026,2026
adetokunbo bakare,3,4,2,0,1,0,7,13,7,0,0,0,Adetokunbo Bakare,Saint Peter's,G,Sr,3,4,7,0.42857142857142855,0.6666666666666666,7,0.42857142857142855,0.6666666666666666,1,0.0,,8,0.375,0.6666666666666666,20,0.35,1.0,0.9,28,0.25,0.03571428571428571,0.7142857142857143,0.2857142857142857,0,0.0,,2026,2026
adrian mcintyre,13,6,3,0,1,0,4,9,3,0,0,0,Adrian McIntyre,San Diego,G,Sr,13,6,19,0.6842105263157895,0.23076923076923078,19,0.6842105263157895,0.23076923076923078,1,0.0,,20,0.65,0.23076923076923078,13,0.3076923076923077,0.75,0.35294117647058826,33,0.5757575757575758,0.030303030303030304,0.3939393939393939,0.6060606060606061,0,0.0,,2026,2026
adrian wooley,12,6,3,1,2,1,7,16,4,1,1,0,Adrian Wooley,Louisville,G,So,11,5,16,0.6875,0.2727272727272727,18,0.6666666666666666,0.25,3,0.3333333333333333,1.0,21,0.6190476190476191,0.3076923076923077,23,0.30434782608695654,0.5714285714285714,0.4,44,0.4090909090909091,0.06818181818181818,0.5227272727272727,0.4772727272727273,2,0.045454545454545456,0.5,2026,2026
adrien stevens,5,3,2,0,1,0,9,21,8,0,0,0,Adrien Stevens,Marquette,G,Fr,5,3,8,0.625,0.4,8,0.625,0.4,1,0.0,,9,0.5555555555555556,0.4,30,0.3,0.8888888888888888,0.7142857142857143,39,0.20512820512820512,0.02564102564102564,0.7692307692307693,0.23076923076923078,0,0.0,,2026,2026
ahmad robinson,7,12,1,9,11,1,13,24,11,0,0,0,Ahmad Robinson,UAB,G,Sr,7,12,19,0.3684210526315789,0.14285714285714285,19,0.3684210526315789,0.14285714285714285,20,0.45,0.1111111111111111,39,0.41025641025641024,0.125,37,0.35135135135135137,0.8461538461538461,0.4482758620689655,76,0.25,0.2631578947368421,0.4868421052631579,0.5131578947368421,0,0.0,,2026,2026
aidan burke,7,3,3,2,0,1,14,13,14,0,0,0,Aidan Burke,UC San Diego,G,Jr,7,3,10,0.7,0.42857142857142855,10,0.7,0.42857142857142855,2,1.0,0.5,12,0.75,0.4444444444444444,27,0.5185185185185185,1.0,0.782608695652174,39,0.2564102564102564,0.05128205128205128,0.6923076923076923,0.3076923076923077,0,0.0,,2026,2026
aidan cammann,11,2,9,1,4,1,2,7,2,3,0,3,Aidan Cammann,Stanford,F,So,8,2,10,0.8,0.75,13,0.8461538461538461,0.8181818181818182,5,0.2,1.0,18,0.6666666666666666,0.8333333333333334,9,0.2222222222222222,1.0,0.8571428571428571,27,0.48148148148148145,0.18518518518518517,0.3333333333333333,0.6666666666666666,3,0.1111111111111111,1.0,2026,2026
aidan hadaway,24,9,12,7,10,1,8,25,8,6,0,5,Aidan Hadaway,Ohio,F,Sr,18,9,27,0.6666666666666666,0.3888888888888889,33,0.7272727272727273,0.5,17,0.4117647058823529,0.14285714285714285,50,0.62,0.41935483870967744,33,0.24242424242424243,1.0,0.5384615384615384,83,0.39759036144578314,0.20481927710843373,0.39759036144578314,0.6024096385542169,6,0.07228915662650602,1.0,2026,2026
aidan kehoe,33,12,22,3,6,2,0,0,0,0,0,0,Aidan Kehoe,Navy,C,Sr,33,12,45,0.7333333333333333,0.6666666666666666,45,0.7333333333333333,0.6666666666666666,9,0.3333333333333333,0.6666666666666666,54,0.6666666666666666,0.6666666666666666,0,,,0.6666666666666666,54,0.8333333333333334,0.16666666666666666,0.0,1.0,0,0.0,,2026,2026
aidan mahaney,5,9,3,5,6,1,12,19,9,0,0,0,Aidan Mahaney,UC Santa Barbara,G,Sr,5,9,14,0.35714285714285715,0.6,14,0.35714285714285715,0.6,11,0.45454545454545453,0.2,25,0.4,0.4,31,0.3870967741935484,0.75,0.5909090909090909,56,0.25,0.19642857142857142,0.5535714285714286,0.44642857142857145,0,0.0,,2026,2026
aidan shaw,15,13,11,2,4,1,1,6,1,13,3,11,Aidan Shaw,Boston College,C,Sr,2,10,12,0.16666666666666666,0.0,28,0.5357142857142857,0.7333333333333333,6,0.3333333333333333,0.5,34,0.5,0.7058823529411765,7,0.14285714285714285,1.0,0.7222222222222222,41,0.6829268292682927,0.14634146341463414,0.17073170731707318,0.8292682926829268,16,0.3902439024390244,0.8125,2026,2026
aiden argabright,2,4,0,6,4,1,5,14,5,0,0,0,Aiden Argabright,Richmond,G,Fr,2,4,6,0.3333333333333333,0.0,6,0.3333333333333333,0.0,10,0.6,0.16666666666666666,16,0.5,0.125,19,0.2631578947368421,1.0,0.46153846153846156,35,0.17142857142857143,0.2857142857142857,0.5428571428571428,0.45714285714285713,0,0.0,,2026,2026
aiden sherrell,21,9,13,1,1,1,4,5,4,10,1,9,Aiden Sherrell,Alabama,F,So,11,8,19,0.5789473684210527,0.36363636363636365,30,0.7,0.6190476190476191,2,0.5,1.0,32,0.6875,0.6363636363636364,9,0.4444444444444444,1.0,0.6923076923076923,41,0.7317073170731707,0.04878048780487805,0.21951219512195122,0.7804878048780488,11,0.2682926829268293,0.9090909090909091,2026,2026
aiden tobiason,14,5,9,8,6,2,13,23,10,5,0,4,Aiden Tobiason,Temple,G,So,9,5,14,0.6428571428571429,0.5555555555555556,19,0.7368421052631579,0.6428571428571429,14,0.5714285714285714,0.25,33,0.6666666666666666,0.5,36,0.3611111111111111,0.7692307692307693,0.6,69,0.2753623188405797,0.2028985507246377,0.5217391304347826,0.4782608695652174,5,0.07246376811594203,1.0,2026,2026
aj casey,11,3,6,4,9,3,0,6,0,1,0,0,AJ Casey,Evansville,F,Sr,10,3,13,0.7692307692307693,0.6,14,0.7857142857142857,0.5454545454545454,13,0.3076923076923077,0.75,27,0.5555555555555556,0.6,6,0.0,,0.6,33,0.42424242424242425,0.3939393939393939,0.18181818181818182,0.8181818181818182,1,0.030303030303030304,1.0,2026,2026
aj dancler,12,7,0,4,18,0,11,25,8,0,0,0,AJ Dancler,Coastal Carolina,G,Jr,12,7,19,0.631578947368421,0.0,19,0.631578947368421,0.0,22,0.18181818181818182,0.0,41,0.3902439024390244,0.0,36,0.3055555555555556,0.7272727272727273,0.2962962962962963,77,0.24675324675324675,0.2857142857142857,0.4675324675324675,0.5324675324675324,0,0.0,,2026,2026
"aj dent, jr",2,1,0,1,1,0,2,3,1,0,0,0,"AJ Dent, Jr",Tarleton St.,G,Jr,2,1,3,0.6666666666666666,0.0,3,0.6666666666666666,0.0,2,0.5,0.0,5,0.6,0.0,5,0.4,0.5,0.2,10,0.3,0.2,0.5,0.5,0,0.0,,2026,2026
aj dybantsa,25,15,4,9,12,2,5,10,3,5,2,2,AJ Dybantsa,BYU,F,Fr,20,13,33,0.6060606060606061,0.1,40,0.625,0.16,21,0.42857142857142855,0.2222222222222222,61,0.5573770491803278,0.17647058823529413,15,0.3333333333333333,0.6,0.23076923076923078,76,0.5263157894736842,0.27631578947368424,0.19736842105263158,0.8026315789473685,7,0.09210526315789473,0.7142857142857143,2026,2026
aj lopez,12,4,5,1,5,0,8,11,7,1,0,1,AJ Lopez,Richmond,G,Sr,11,4,15,0.7333333333333333,0.36363636363636365,16,0.75,0.4166666666666667,6,0.16666666666666666,0.0,22,0.5909090909090909,0.38461538461538464,19,0.42105263157894735,0.875,0.5714285714285714,41,0.3902439024390244,0.14634146341463414,0.4634146341463415,0.5365853658536586,1,0.024390243902439025,1.0,2026,2026
aj rohosy,19,13,9,8,6,6,0,0,0,3,2,2,AJ Rohosy,Stanford,C,Sr,16,11,27,0.5925925925925926,0.4375,32,0.59375,0.47368421052631576,14,0.5714285714285714,0.75,46,0.5869565217391305,0.5555555555555556,0,,,0.5555555555555556,46,0.6956521739130435,0.30434782608695654,0.0,1.0,5,0.10869565217391304,0.6,2026,2026
aj smith,24,20,8,4,14,0,15,20,15,6,1,4,AJ Smith,Temple,G,Sr,18,19,37,0.4864864864864865,0.2222222222222222,44,0.5454545454545454,0.3333333333333333,18,0.2222222222222222,0.0,62,0.45161290322580644,0.2857142857142857,35,0.42857142857142855,1.0,0.5348837209302325,97,0.4536082474226804,0.18556701030927836,0.36082474226804123,0.6391752577319587,7,0.07216494845360824,0.8571428571428571,2026,2026
aj storr,13,10,3,9,13,4,11,9,7,1,1,1,AJ Storr,Mississippi,G,Sr,12,9,21,0.5714285714285714,0.16666666666666666,23,0.5652173913043478,0.23076923076923078,22,0.4090909090909091,0.4444444444444444,45,0.4888888888888889,0.3181818181818182,20,0.55,0.6363636363636364,0.42424242424242425,65,0.35384615384615387,0.3384615384615385,0.3076923076923077,0.6923076923076923,2,0.03076923076923077,0.5,2026,2026
aj swinton,6,5,5,0,1,0,1,6,1,2,1,2,AJ Swinton,Florida St.,G,So,4,4,8,0.5,0.75,11,0.5454545454545454,0.8333333333333334,1,0.0,,12,0.5,0.8333333333333334,7,0.14285714285714285,1.0,0.8571428571428571,19,0.5789473684210527,0.05263157894736842,0.3684210526315789,0.631578947368421,3,0.15789473684210525,0.6666666666666666,2026,2026
aj thomas,9,6,1,2,5,1,2,6,0,0,0,0,AJ Thomas,Loyola Marymount,G,Fr,9,6,15,0.6,0.1111111111111111,15,0.6,0.1111111111111111,7,0.2857142857142857,0.5,22,0.5,0.18181818181818182,8,0.25,0.0,0.15384615384615385,30,0.5,0.23333333333333334,0.26666666666666666,0.7333333333333333,0,0.0,,2026,2026
