player_lower,RimMade,RimMiss,RimAst,MidMade,MidMiss,MidAst,ThreeMade,ThreeMiss,ThreeAst,DunkMade,DunkMiss,DunkAst,Player,Team,Role,YR,ND_RimMade,ND_RimMiss,ND_RimAtt,NonDunk_Rim%,NonDunk_Assisted%,RimAtt,Total_Rim%,Total_Assisted_Rim%,Mid_Att,Mid_FG%,Mid_Assisted%,TwoPt_Att,TwoPt_FG%,TwoPt_Assisted%,Three_Att,Three_FG%,Three_Assisted%,Total_Assisted%,Total_Att,Rim_Freq,Mid_Freq,Three_Freq,TwoPt_Freq,DunkAtt,Dunk_Freq,Dunk_FG%,First_Season,Last_Season
sebastian tidor,3,4,1,1,1,0,12,18,11,0,0,0,Sebastian Tidor,Portland St.,G,Jr,3,4,7,0.42857142857142855,0.3333333333333333,7,0.42857142857142855,0.3333333333333333,2,0.5,0.0,9,0.4444444444444444,0.25,30,0.4,0.9166666666666666,0.75,39,0.1794871794871795,0.05128205128205128,0.7692307692307693,0.23076923076923078,0,0.0,,2026,2026
sebastian williams-adams,17,6,8,4,1,3,2,2,2,3,0,3,Sebastian Williams-Adams,Auburn,F,Fr,14,6,20,0.7,0.35714285714285715,23,0.7391304347826086,0.47058823529411764,5,0.8,0.75,28,0.75,0.5238095238095238,4,0.5,1.0,0.5652173913043478,32,0.71875,0.15625,0.125,0.875,3,0.09375,1.0,2026,2026
seifeldin hendawy,8,3,3,2,4,1,5,13,5,3,0,2,Seifeldin Hendawy,Winthrop,F,So,5,3,8,0.625,0.2,11,0.7272727272727273,0.375,6,0.3333333333333333,0.5,17,0.5882352941176471,0.4,18,0.2777777777777778,1.0,0.6,35,0.3142857142857143,0.17142857142857143,0.5142857142857142,0.4857142857142857,3,0.08571428571428572,1.0,2026,2026
sekou konneh,14,5,8,4,5,0,0,2,0,3,1,2,Sekou Konneh,Milwaukee,C,Fr,11,4,15,0.7333333333333333,0.5454545454545454,19,0.7368421052631579,0.5714285714285714,9,0.4444444444444444,0.0,28,0.6428571428571429,0.4444444444444444,2,0.0,,0.4444444444444444,30,0.6333333333333333,0.3,0.06666666666666667,0.9333333333333333,4,0.13333333333333333,0.75,2026,2026
sencire harris,18,9,12,2,8,0,1,5,0,1,0,1,Sencire Harris,Cincinnati,G,Jr,17,9,26,0.6538461538461539,0.6470588235294118,27,0.6666666666666666,0.6666666666666666,10,0.2,0.0,37,0.5405405405405406,0.6,6,0.16666666666666666,0.0,0.5714285714285714,43,0.627906976744186,0.23255813953488372,0.13953488372093023,0.8604651162790697,1,0.023255813953488372,1.0,2026,2026
sergej macura,4,5,3,2,2,1,1,3,1,0,0,0,Sergej Macura,Mississippi St.,F,So,4,5,9,0.4444444444444444,0.75,9,0.4444444444444444,0.75,4,0.5,0.5,13,0.46153846153846156,0.6666666666666666,4,0.25,1.0,0.7142857142857143,17,0.5294117647058824,0.23529411764705882,0.23529411764705882,0.7647058823529411,0,0.0,,2026,2026
seth joba,7,1,3,1,0,1,3,8,3,2,0,1,Seth Joba,Idaho,F,Jr,5,1,6,0.8333333333333334,0.4,8,0.875,0.42857142857142855,1,1.0,1.0,9,0.8888888888888888,0.5,11,0.2727272727272727,1.0,0.6363636363636364,20,0.4,0.05,0.55,0.45,2,0.1,1.0,2026,2026
seth trimble,10,6,4,1,1,0,0,7,0,1,0,1,Seth Trimble,North Carolina,G,Sr,9,6,15,0.6,0.3333333333333333,16,0.625,0.4,2,0.5,0.0,18,0.6111111111111112,0.36363636363636365,7,0.0,,0.36363636363636365,25,0.64,0.08,0.28,0.72,1,0.04,1.0,2026,2026
seydou traore,7,7,3,6,9,2,16,23,15,1,0,1,Seydou Traore,Utah,G,Jr,6,7,13,0.46153846153846156,0.3333333333333333,14,0.5,0.42857142857142855,15,0.4,0.3333333333333333,29,0.4482758620689655,0.38461538461538464,39,0.41025641025641024,0.9375,0.6896551724137931,68,0.20588235294117646,0.22058823529411764,0.5735294117647058,0.4264705882352941,1,0.014705882352941176,1.0,2026,2026
shammah scott,4,5,1,9,9,0,16,22,8,0,0,0,Shammah Scott,Akron,G,Sr,4,5,9,0.4444444444444444,0.25,9,0.4444444444444444,0.25,18,0.5,0.0,27,0.48148148148148145,0.07692307692307693,38,0.42105263157894735,0.5,0.3103448275862069,65,0.13846153846153847,0.27692307692307694,0.5846153846153846,0.4153846153846154,0,0.0,,2026,2026
shane blakeney,7,20,3,8,11,1,14,25,12,0,1,0,Shane Blakeney,Drexel,G,Jr,7,19,26,0.2692307692307692,0.42857142857142855,27,0.25925925925925924,0.42857142857142855,19,0.42105263157894735,0.125,46,0.32608695652173914,0.26666666666666666,39,0.358974358974359,0.8571428571428571,0.5517241379310345,85,0.3176470588235294,0.2235294117647059,0.4588235294117647,0.5411764705882353,1,0.011764705882352941,0.0,2026,2026
shane lancaster,10,5,4,2,7,0,16,15,16,1,0,0,Shane Lancaster,Alcorn St.,G,Jr,9,5,14,0.6428571428571429,0.4444444444444444,15,0.6666666666666666,0.4,9,0.2222222222222222,0.0,24,0.5,0.3333333333333333,31,0.5161290322580645,1.0,0.7142857142857143,55,0.2727272727272727,0.16363636363636364,0.5636363636363636,0.43636363636363634,1,0.01818181818181818,1.0,2026,2026
sharron young,2,3,1,0,3,0,9,17,8,0,0,0,Sharron Young,Akron,G,So,2,3,5,0.4,0.5,5,0.4,0.5,3,0.0,,8,0.25,0.5,26,0.34615384615384615,0.8888888888888888,0.8181818181818182,34,0.14705882352941177,0.08823529411764706,0.7647058823529411,0.23529411764705882,0,0.0,,2026,2026
shawn jones jr.,8,7,2,4,3,3,5,16,5,3,1,1,Shawn Jones Jr.,Mississippi St.,F,Sr,5,6,11,0.45454545454545453,0.2,15,0.5333333333333333,0.25,7,0.5714285714285714,0.75,22,0.5454545454545454,0.4166666666666667,21,0.23809523809523808,1.0,0.5882352941176471,43,0.3488372093023256,0.16279069767441862,0.4883720930232558,0.5116279069767442,4,0.09302325581395349,0.75,2026,2026
shawn phillips jr.,22,7,12,3,3,2,0,0,0,11,2,8,Shawn Phillips Jr.,Missouri,C,Sr,11,5,16,0.6875,0.36363636363636365,29,0.7586206896551724,0.5454545454545454,6,0.5,0.6666666666666666,35,0.7142857142857143,0.56,0,,,0.56,35,0.8285714285714286,0.17142857142857143,0.0,1.0,13,0.37142857142857144,0.8461538461538461,2026,2026
sheldon williams,13,16,6,3,7,1,4,5,4,0,0,0,Sheldon Williams,Texas A&M Corpus Chris,F,Sr,13,16,29,0.4482758620689655,0.46153846153846156,29,0.4482758620689655,0.46153846153846156,10,0.3,0.3333333333333333,39,0.41025641025641024,0.4375,9,0.4444444444444444,1.0,0.55,48,0.6041666666666666,0.20833333333333334,0.1875,0.8125,0,0.0,,2026,2026
shelton henderson,23,13,14,7,10,4,3,5,3,4,2,3,Shelton Henderson,Miami FL,G,Fr,19,11,30,0.6333333333333333,0.5789473684210527,36,0.6388888888888888,0.6086956521739131,17,0.4117647058823529,0.5714285714285714,53,0.5660377358490566,0.6,8,0.375,1.0,0.6363636363636364,61,0.5901639344262295,0.2786885245901639,0.13114754098360656,0.8688524590163934,6,0.09836065573770492,0.6666666666666666,2026,2026
shelton williams-dryden,19,22,6,19,32,5,4,5,4,0,1,0,Shelton Williams-Dryden,West Georgia,F,Sr,19,21,40,0.475,0.3157894736842105,41,0.4634146341463415,0.3157894736842105,51,0.37254901960784315,0.2631578947368421,92,0.41304347826086957,0.2894736842105263,9,0.4444444444444444,1.0,0.35714285714285715,101,0.40594059405940597,0.504950495049505,0.0891089108910891,0.9108910891089109,1,0.009900990099009901,0.0,2026,2026
shilo jackson,19,6,12,4,6,1,1,0,0,6,1,4,Shilo Jackson,Le Moyne,F,Sr,13,5,18,0.7222222222222222,0.6153846153846154,25,0.76,0.631578947368421,10,0.4,0.25,35,0.6571428571428571,0.5652173913043478,1,1.0,0.0,0.5416666666666666,36,0.6944444444444444,0.2777777777777778,0.027777777777777776,0.9722222222222222,7,0.19444444444444445,0.8571428571428571,2026,2026
shon tupuola,19,7,9,3,6,3,0,1,0,9,0,4,Shon Tupuola,Valparaiso,C,Jr,10,7,17,0.5882352941176471,0.5,26,0.7307692307692307,0.47368421052631576,9,0.3333333333333333,1.0,35,0.6285714285714286,0.5454545454545454,1,0.0,,0.5454545454545454,36,0.7222222222222222,0.25,0.027777777777777776,0.9722222222222222,9,0.25,1.0,2026,2026
silas demary jr.,18,8,2,8,7,1,3,8,1,0,1,0,Silas Demary Jr.,Connecticut,G,Jr,18,7,25,0.72,0.1111111111111111,26,0.6923076923076923,0.1111111111111111,15,0.5333333333333333,0.125,41,0.6341463414634146,0.11538461538461539,11,0.2727272727272727,0.3333333333333333,0.13793103448275862,52,0.5,0.28846153846153844,0.21153846153846154,0.7884615384615384,1,0.019230769230769232,0.0,2026,2026
simeon cottle,5,5,2,5,10,1,16,19,15,0,0,0,Simeon Cottle,Kennesaw St.,G,Sr,5,5,10,0.5,0.4,10,0.5,0.4,15,0.3333333333333333,0.2,25,0.4,0.3,35,0.45714285714285713,0.9375,0.6923076923076923,60,0.16666666666666666,0.25,0.5833333333333334,0.4166666666666667,0,0.0,,2026,2026
simeon wilcher,6,8,1,0,3,0,12,13,9,0,1,0,Simeon Wilcher,Texas,G,Jr,6,7,13,0.46153846153846156,0.16666666666666666,14,0.42857142857142855,0.16666666666666666,3,0.0,,17,0.35294117647058826,0.16666666666666666,25,0.48,0.75,0.5555555555555556,42,0.3333333333333333,0.07142857142857142,0.5952380952380952,0.40476190476190477,1,0.023809523809523808,0.0,2026,2026
simon majok,5,3,3,1,0,0,1,1,1,0,0,0,Simon Majok,Memphis,F,Fr,5,3,8,0.625,0.6,8,0.625,0.6,1,1.0,0.0,9,0.6666666666666666,0.5,2,0.5,1.0,0.5714285714285714,11,0.7272727272727273,0.09090909090909091,0.18181818181818182,0.8181818181818182,0,0.0,,2026,2026
sincere malone,16,6,3,5,4,2,5,11,4,2,0,0,Sincere Malone,Nicholls St.,F,Sr,14,6,20,0.7,0.21428571428571427,22,0.7272727272727273,0.1875,9,0.5555555555555556,0.4,31,0.6774193548387096,0.23809523809523808,16,0.3125,0.8,0.34615384615384615,47,0.46808510638297873,0.19148936170212766,0.3404255319148936,0.6595744680851063,2,0.0425531914893617,1.0,2026,2026
sincere parker,12,6,5,5,15,2,3,8,3,0,2,0,Sincere Parker,Memphis,G,Sr,12,4,16,0.75,0.4166666666666667,18,0.6666666666666666,0.4166666666666667,20,0.25,0.4,38,0.4473684210526316,0.4117647058823529,11,0.2727272727272727,1.0,0.5,49,0.3673469387755102,0.40816326530612246,0.22448979591836735,0.7755102040816326,2,0.04081632653061224,0.0,2026,2026
sir issac herron,3,0,1,3,1,1,0,0,0,1,0,0,Sir Issac Herron,Louisiana Tech,C,Sr,2,0,2,1.0,0.5,3,1.0,0.3333333333333333,4,0.75,0.3333333333333333,7,0.8571428571428571,0.3333333333333333,0,,,0.3333333333333333,7,0.42857142857142855,0.5714285714285714,0.0,1.0,1,0.14285714285714285,1.0,2026,2026
skylar wicks,12,16,1,14,17,2,14,24,12,0,1,0,Skylar Wicks,Saint Francis,F,Sr,12,15,27,0.4444444444444444,0.08333333333333333,28,0.42857142857142855,0.08333333333333333,31,0.45161290322580644,0.14285714285714285,59,0.4406779661016949,0.11538461538461539,38,0.3684210526315789,0.8571428571428571,0.375,97,0.28865979381443296,0.31958762886597936,0.3917525773195876,0.6082474226804123,1,0.010309278350515464,0.0,2026,2026
skyy clark,11,4,1,6,14,2,10,14,7,0,0,0,Skyy Clark,UCLA,G,Sr,11,4,15,0.7333333333333333,0.09090909090909091,15,0.7333333333333333,0.09090909090909091,20,0.3,0.3333333333333333,35,0.4857142857142857,0.17647058823529413,24,0.4166666666666667,0.7,0.37037037037037035,59,0.2542372881355932,0.3389830508474576,0.4067796610169492,0.5932203389830508,0,0.0,,2026,2026
solo ball,12,6,4,8,5,7,12,37,12,2,0,0,Solo Ball,Connecticut,G,Jr,10,6,16,0.625,0.4,18,0.6666666666666666,0.3333333333333333,13,0.6153846153846154,0.875,31,0.6451612903225806,0.55,49,0.24489795918367346,1.0,0.71875,80,0.225,0.1625,0.6125,0.3875,2,0.025,1.0,2026,2026
somto cyril,23,7,15,0,2,0,0,0,0,16,1,13,Somto Cyril,Georgia,C,So,7,6,13,0.5384615384615384,0.2857142857142857,30,0.7666666666666667,0.6521739130434783,2,0.0,,32,0.71875,0.6521739130434783,0,,,0.6521739130434783,32,0.9375,0.0625,0.0,1.0,17,0.53125,0.9411764705882353,2026,2026
sonny wilson,15,15,6,18,13,8,10,15,9,0,0,0,Sonny Wilson,Toledo,G,Jr,15,15,30,0.5,0.4,30,0.5,0.4,31,0.5806451612903226,0.4444444444444444,61,0.5409836065573771,0.42424242424242425,25,0.4,0.9,0.5348837209302325,86,0.3488372093023256,0.36046511627906974,0.29069767441860467,0.7093023255813954,0,0.0,,2026,2026
steele venters,3,0,0,1,2,0,12,23,11,0,0,0,Steele Venters,Gonzaga,G,Sr,3,0,3,1.0,0.0,3,1.0,0.0,3,0.3333333333333333,0.0,6,0.6666666666666666,0.0,35,0.34285714285714286,0.9166666666666666,0.6875,41,0.07317073170731707,0.07317073170731707,0.8536585365853658,0.14634146341463414,0,0.0,,2026,2026
stefan vaaks,6,5,3,6,6,2,22,35,15,0,1,0,Stefan Vaaks,Providence,G,Fr,6,4,10,0.6,0.5,11,0.5454545454545454,0.5,12,0.5,0.3333333333333333,23,0.5217391304347826,0.4166666666666667,57,0.38596491228070173,0.6818181818181818,0.5882352941176471,80,0.1375,0.15,0.7125,0.2875,1,0.0125,0.0,2026,2026
stephen williams,12,4,8,0,0,0,0,0,0,5,0,4,Stephen Williams,South Alabama,C,So,7,4,11,0.6363636363636364,0.5714285714285714,16,0.75,0.6666666666666666,0,,,16,0.75,0.6666666666666666,0,,,0.6666666666666666,16,1.0,0.0,0.0,1.0,5,0.3125,1.0,2026,2026
stephon payne iii,23,14,17,2,2,0,0,0,0,8,1,8,Stephon Payne III,Seton Hall,C,Jr,15,13,28,0.5357142857142857,0.6,37,0.6216216216216216,0.7391304347826086,4,0.5,0.0,41,0.6097560975609756,0.68,0,,,0.68,41,0.9024390243902439,0.0975609756097561,0.0,1.0,9,0.21951219512195122,0.8888888888888888,2026,2026
steven jamerson ii,5,2,4,0,1,0,0,0,0,3,0,3,Steven Jamerson II,UCLA,C,Sr,2,2,4,0.5,0.5,7,0.7142857142857143,0.8,1,0.0,,8,0.625,0.8,0,,,0.8,8,0.875,0.125,0.0,1.0,3,0.375,1.0,2026,2026
stevie elam,3,4,1,1,5,0,9,14,8,0,0,0,Stevie Elam,Milwaukee,G,Fr,3,4,7,0.42857142857142855,0.3333333333333333,7,0.42857142857142855,0.3333333333333333,6,0.16666666666666666,0.0,13,0.3076923076923077,0.25,23,0.391304347826087,0.8888888888888888,0.6923076923076923,36,0.19444444444444445,0.16666666666666666,0.6388888888888888,0.3611111111111111,0,0.0,,2026,2026
straton rogers,17,6,12,2,2,1,0,0,0,1,1,1,Straton Rogers,Eastern Washington,F,Sr,16,5,21,0.7619047619047619,0.6875,23,0.7391304347826086,0.7058823529411765,4,0.5,0.5,27,0.7037037037037037,0.6842105263157895,0,,,0.6842105263157895,27,0.8518518518518519,0.14814814814814814,0.0,1.0,2,0.07407407407407407,0.5,2026,2026
styles phipps,13,10,1,7,13,4,4,10,1,0,0,0,Styles Phipps,Pepperdine,G,So,13,10,23,0.5652173913043478,0.07692307692307693,23,0.5652173913043478,0.07692307692307693,20,0.35,0.5714285714285714,43,0.46511627906976744,0.25,14,0.2857142857142857,0.25,0.25,57,0.40350877192982454,0.3508771929824561,0.24561403508771928,0.7543859649122807,0,0.0,,2026,2026
t.o. barrett,18,3,3,0,1,0,2,4,2,3,0,1,T.O. Barrett,Missouri,G,So,15,3,18,0.8333333333333334,0.13333333333333333,21,0.8571428571428571,0.16666666666666666,1,0.0,,22,0.8181818181818182,0.16666666666666666,6,0.3333333333333333,1.0,0.25,28,0.75,0.03571428571428571,0.21428571428571427,0.7857142857142857,3,0.10714285714285714,1.0,2026,2026
tae davis,35,18,14,2,2,1,1,14,1,5,1,4,Tae Davis,Oklahoma,F,Jr,30,17,47,0.6382978723404256,0.3333333333333333,53,0.660377358490566,0.4,4,0.5,0.5,57,0.6491228070175439,0.40540540540540543,15,0.06666666666666667,1.0,0.42105263157894735,72,0.7361111111111112,0.05555555555555555,0.20833333333333334,0.7916666666666666,6,0.08333333333333333,0.8333333333333334,2026,2026
tae dozier,6,2,3,0,2,0,3,9,3,1,0,0,Tae Dozier,Northern Kentucky,G,Sr,5,2,7,0.7142857142857143,0.6,8,0.75,0.5,2,0.0,,10,0.6,0.5,12,0.25,1.0,0.6666666666666666,22,0.36363636363636365,0.09090909090909091,0.5454545454545454,0.45454545454545453,1,0.045454545454545456,1.0,2026,2026
tae simmons,7,3,6,1,0,0,1,2,1,5,1,5,Tae Simmons,San Diego St.,F,Fr,2,2,4,0.5,0.5,10,0.7,0.8571428571428571,1,1.0,0.0,11,0.7272727272727273,0.75,3,0.3333333333333333,1.0,0.7777777777777778,14,0.7142857142857143,0.07142857142857142,0.21428571428571427,0.7857142857142857,6,0.42857142857142855,0.8333333333333334,2026,2026
tahaad pettiford,16,14,4,11,17,2,15,40,6,0,2,0,Tahaad Pettiford,Auburn,G,So,16,12,28,0.5714285714285714,0.25,30,0.5333333333333333,0.25,28,0.39285714285714285,0.18181818181818182,58,0.46551724137931033,0.2222222222222222,55,0.2727272727272727,0.4,0.2857142857142857,113,0.26548672566371684,0.24778761061946902,0.48672566371681414,0.5132743362831859,2,0.017699115044247787,0.0,2026,2026
tahj staveskie,9,5,0,14,9,1,7,14,2,0,0,0,Tahj Staveskie,Incarnate Word,G,Jr,9,5,14,0.6428571428571429,0.0,14,0.6428571428571429,0.0,23,0.6086956521739131,0.07142857142857142,37,0.6216216216216216,0.043478260869565216,21,0.3333333333333333,0.2857142857142857,0.1,58,0.2413793103448276,0.39655172413793105,0.3620689655172414,0.6379310344827587,0,0.0,,2026,2026
tai hamilton,4,0,3,1,2,0,0,0,0,0,0,0,Tai Hamilton,Winthrop,C,Jr,4,0,4,1.0,0.75,4,1.0,0.75,3,0.3333333333333333,0.0,7,0.7142857142857143,0.6,0,,,0.6,7,0.5714285714285714,0.42857142857142855,0.0,1.0,0,0.0,,2026,2026
taj thweatt,2,3,0,2,7,2,3,1,3,0,0,0,Taj Thweatt,Coppin St.,F,Sr,2,3,5,0.4,0.0,5,0.4,0.0,9,0.2222222222222222,1.0,14,0.2857142857142857,0.5,4,0.75,1.0,0.7142857142857143,18,0.2777777777777778,0.5,0.2222222222222222,0.7777777777777778,0,0.0,,2026,2026
tajuan simpkins,16,9,8,1,5,0,11,11,9,4,0,3,Tajuan Simpkins,Seton Hall,G,So,12,9,21,0.5714285714285714,0.4166666666666667,25,0.64,0.5,6,0.16666666666666666,0.0,31,0.5483870967741935,0.47058823529411764,22,0.5,0.8181818181818182,0.6071428571428571,53,0.4716981132075472,0.11320754716981132,0.41509433962264153,0.5849056603773585,4,0.07547169811320754,1.0,2026,2026
takai simpkins,8,12,1,4,1,1,16,27,16,1,0,0,Takai Simpkins,Oregon,G,Sr,7,12,19,0.3684210526315789,0.14285714285714285,20,0.4,0.125,5,0.8,0.25,25,0.48,0.16666666666666666,43,0.37209302325581395,1.0,0.6428571428571429,68,0.29411764705882354,0.07352941176470588,0.6323529411764706,0.36764705882352944,1,0.014705882352941176,1.0,2026,2026
tamarion hoover,2,0,0,2,1,1,6,7,6,0,0,0,Tamarion Hoover,Jackson St.,G,So,2,0,2,1.0,0.0,2,1.0,0.0,3,0.6666666666666666,0.5,5,0.8,0.25,13,0.46153846153846156,1.0,0.7,18,0.1111111111111111,0.16666666666666666,0.7222222222222222,0.2777777777777778,0,0.0,,2026,2026
tamaury releford,14,6,7,1,2,0,0,0,0,0,0,0,Tamaury Releford,Morehead St.,C,Sr,14,6,20,0.7,0.5,20,0.7,0.5,3,0.3333333333333333,0.0,23,0.6521739130434783,0.4666666666666667,0,,,0.4666666666666667,23,0.8695652173913043,0.13043478260869565,0.0,1.0,0,0.0,,2026,2026
tamin lipsey,18,8,2,9,10,1,8,16,6,0,0,0,Tamin Lipsey,Iowa St.,G,Sr,18,8,26,0.6923076923076923,0.1111111111111111,26,0.6923076923076923,0.1111111111111111,19,0.47368421052631576,0.1111111111111111,45,0.6,0.1111111111111111,24,0.3333333333333333,0.75,0.2571428571428571,69,0.37681159420289856,0.2753623188405797,0.34782608695652173,0.6521739130434783,0,0.0,,2026,2026
tanner toolson,8,9,3,2,3,0,6,13,6,1,1,1,Tanner Toolson,TCU,G,Jr,7,8,15,0.4666666666666667,0.2857142857142857,17,0.47058823529411764,0.375,5,0.4,0.0,22,0.45454545454545453,0.3,19,0.3157894736842105,1.0,0.5625,41,0.4146341463414634,0.12195121951219512,0.4634146341463415,0.5365853658536586,2,0.04878048780487805,0.5,2026,2026
tarence guinyard,23,8,3,0,4,0,14,16,12,0,0,0,Tarence Guinyard,Duquesne,G,Sr,23,8,31,0.7419354838709677,0.13043478260869565,31,0.7419354838709677,0.13043478260869565,4,0.0,,35,0.6571428571428571,0.13043478260869565,30,0.4666666666666667,0.8571428571428571,0.40540540540540543,65,0.47692307692307695,0.06153846153846154,0.46153846153846156,0.5384615384615384,0,0.0,,2026,2026
tariq francis,10,5,0,10,14,2,13,26,11,0,0,0,Tariq Francis,Rutgers,G,Jr,10,5,15,0.6666666666666666,0.0,15,0.6666666666666666,0.0,24,0.4166666666666667,0.2,39,0.5128205128205128,0.1,39,0.3333333333333333,0.8461538461538461,0.3939393939393939,78,0.19230769230769232,0.3076923076923077,0.5,0.5,0,0.0,,2026,2026
tarris reed jr.,20,7,17,3,3,3,0,1,0,4,1,4,Tarris Reed Jr.,Connecticut,C,Sr,16,6,22,0.7272727272727273,0.8125,27,0.7407407407407407,0.85,6,0.5,1.0,33,0.696969696969697,0.8695652173913043,1,0.0,,0.8695652173913043,34,0.7941176470588235,0.17647058823529413,0.029411764705882353,0.9705882352941176,5,0.14705882352941177,0.8,2026,2026
tasman goodrick,31,15,23,2,2,2,0,1,0,6,1,6,Tasman Goodrick,Siena,C,Jr,25,14,39,0.6410256410256411,0.68,46,0.6739130434782609,0.7419354838709677,4,0.5,1.0,50,0.66,0.7575757575757576,1,0.0,,0.7575757575757576,51,0.9019607843137255,0.0784313725490196,0.0196078431372549,0.9803921568627451,7,0.13725490196078433,0.8571428571428571,2026,2026
tate darner,5,1,4,0,2,0,6,13,6,0,0,0,Tate Darner,Chattanooga,G,Fr,5,1,6,0.8333333333333334,0.8,6,0.8333333333333334,0.8,2,0.0,,8,0.625,0.8,19,0.3157894736842105,1.0,0.9090909090909091,27,0.2222222222222222,0.07407407407407407,0.7037037037037037,0.2962962962962963,0,0.0,,2026,2026
tate mccubbin,8,7,5,1,7,0,15,30,15,1,0,1,Tate McCubbin,Austin Peay,F,So,7,7,14,0.5,0.5714285714285714,15,0.5333333333333333,0.625,8,0.125,0.0,23,0.391304347826087,0.5555555555555556,45,0.3333333333333333,1.0,0.8333333333333334,68,0.22058823529411764,0.11764705882352941,0.6617647058823529,0.3382352941176471,1,0.014705882352941176,1.0,2026,2026
tate sage,8,4,6,0,0,0,3,9,3,2,1,2,Tate Sage,Iowa,G,Fr,6,3,9,0.6666666666666666,0.6666666666666666,12,0.6666666666666666,0.75,0,,,12,0.6666666666666666,0.75,12,0.25,1.0,0.8181818181818182,24,0.5,0.0,0.5,0.5,3,0.125,0.6666666666666666,2026,2026
tavari johnson,23,9,7,9,14,1,14,20,14,0,0,0,Tavari Johnson,Akron,G,Sr,23,9,32,0.71875,0.30434782608695654,32,0.71875,0.30434782608695654,23,0.391304347826087,0.1111111111111111,55,0.5818181818181818,0.25,34,0.4117647058823529,1.0,0.4782608695652174,89,0.3595505617977528,0.25842696629213485,0.38202247191011235,0.6179775280898876,0,0.0,,2026,2026
tavarus webb,19,12,5,4,4,0,5,19,5,1,0,0,Tavarus Webb,Georgia Southern,G,Sr,18,12,30,0.6,0.2777777777777778,31,0.6129032258064516,0.2631578947368421,8,0.5,0.0,39,0.5897435897435898,0.21739130434782608,24,0.20833333333333334,1.0,0.35714285714285715,63,0.49206349206349204,0.12698412698412698,0.38095238095238093,0.6190476190476191,1,0.015873015873015872,1.0,2026,2026
tavion banks,16,11,14,3,2,2,2,2,2,6,2,6,Tavion Banks,Iowa,G,Jr,10,9,19,0.5263157894736842,0.8,27,0.5925925925925926,0.875,5,0.6,0.6666666666666666,32,0.59375,0.8421052631578947,4,0.5,1.0,0.8571428571428571,36,0.75,0.1388888888888889,0.1111111111111111,0.8888888888888888,8,0.2222222222222222,0.75,2026,2026
tay mosher,4,0,2,0,1,0,4,7,3,0,0,0,Tay Mosher,East Texas A&M,G,Sr,4,0,4,1.0,0.5,4,1.0,0.5,1,0.0,,5,0.8,0.5,11,0.36363636363636365,0.75,0.625,16,0.25,0.0625,0.6875,0.3125,0,0.0,,2026,2026
taylor bol bowen,13,2,11,4,1,1,7,17,7,5,0,4,Taylor Bol Bowen,Alabama,F,Jr,8,2,10,0.8,0.875,15,0.8666666666666667,0.8461538461538461,5,0.8,0.25,20,0.85,0.7058823529411765,24,0.2916666666666667,1.0,0.7916666666666666,44,0.3409090909090909,0.11363636363636363,0.5454545454545454,0.45454545454545453,5,0.11363636363636363,1.0,2026,2026
tayshawn comer,11,19,2,19,17,6,8,19,8,0,0,0,Tayshawn Comer,Nevada,G,Sr,11,19,30,0.36666666666666664,0.18181818181818182,30,0.36666666666666664,0.18181818181818182,36,0.5277777777777778,0.3157894736842105,66,0.45454545454545453,0.26666666666666666,27,0.2962962962962963,1.0,0.42105263157894735,93,0.3225806451612903,0.3870967741935484,0.2903225806451613,0.7096774193548387,0,0.0,,2026,2026
tayton conerway,21,7,4,1,1,0,4,16,1,3,2,1,Tayton Conerway,Indiana,G,Sr,18,5,23,0.782608695652174,0.16666666666666666,28,0.75,0.19047619047619047,2,0.5,0.0,30,0.7333333333333333,0.18181818181818182,20,0.2,0.25,0.19230769230769232,50,0.56,0.04,0.4,0.6,5,0.1,0.6,2026,2026
teagan moore,24,8,8,7,14,0,3,8,2,0,0,0,Teagan Moore,Western Kentucky,G,So,24,8,32,0.75,0.3333333333333333,32,0.75,0.3333333333333333,21,0.3333333333333333,0.0,53,0.5849056603773585,0.25806451612903225,11,0.2727272727272727,0.6666666666666666,0.29411764705882354,64,0.5,0.328125,0.171875,0.828125,0,0.0,,2026,2026
tegra izay,2,1,1,2,1,2,0,0,0,1,0,1,Tegra Izay,Southern Miss,C,Sr,1,1,2,0.5,0.0,3,0.6666666666666666,0.5,3,0.6666666666666666,1.0,6,0.6666666666666666,0.75,0,,,0.75,6,0.5,0.5,0.0,1.0,1,0.16666666666666666,1.0,2026,2026
terrance arceneaux,5,3,2,0,0,0,1,5,1,0,0,0,Terrance Arceneaux,N.C. State,G,Jr,5,3,8,0.625,0.4,8,0.625,0.4,0,,,8,0.625,0.4,6,0.16666666666666666,1.0,0.5,14,0.5714285714285714,0.0,0.42857142857142855,0.5714285714285714,0,0.0,,2026,2026
