PLAYER_ID,PLAYER_NAME,SEASON,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,BENCH_PRESS,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,MODIFIED_LANE_AGILITY_TIME
101219,Anthony Grundy,2002,PG-SG,72.75,6' 0.75'',,,167,79.75,6' 7.75'',99.0,8' 3'',,,,0,27.5,32.0,11.1,3.39,
2409,Marcus Haislip,2002,PF,80.5,6' 8.5'',,,221,84.0,7' 0'',107.0,8' 11'',,,,8,33.5,36.5,11.35,3.21,
12068,Damon Hancock,2002,SG-PG,74.75,6' 2.75'',,,203,78.0,6' 6'',99.5,8' 3.5'',,,,15,32.0,35.0,11.62,3.03,
12069,Greg Harrington,2002,PG,73.0,6' 1'',,,183,75.75,6' 3.75'',97.0,8' 1'',,,,15,28.5,34.0,12.06,3.32,
2617,Udonis Haslem,2002,PF,79.75,6' 7.75'',,,250,83.0,6' 11'',107.0,8' 11'',,,,22,28.5,33.5,11.8,3.31,
12070,Cordell Henry,2002,PG,68.0,5' 8'',,,155,73.0,6' 1'',92.0,7' 8'',,,,1,33.0,37.5,11.3,3.04,
2450,Randy Holcomb,2002,SF-PF,79.0,6' 7'',,,225,85.0,7' 1'',105.0,8' 9'',,,,15,29.5,35.5,12.85,3.22,
2415,Ryan Humphrey,2002,PF-SF,78.0,6' 6'',,,223,84.0,7' 0'',104.5,8' 8.5'',,,,13,31.5,37.5,11.75,3.2,
2407,Jared Jeffries,2002,PF,82.0,6' 10'',,,230,84.5,7' 0.5'',109.0,9' 1'',,,,9,26.0,30.0,11.73,3.4,
12049,Jason Jennings,2002,C,83.25,6' 11.25'',,,249,91.0,7' 7'',111.0,9' 3'',,,,8,29.0,32.0,11.92,3.62,
2410,Fred Jones,2002,SG,74.25,6' 2.25'',,,218,84.0,7' 0'',100.0,8' 4'',,,,,33.5,37.5,11.12,3.13,
2495,Lonnie Jones,2002,C-PF,82.25,6' 10.25'',,,230,86.25,7' 2.25'',112.0,9' 4'',,,,15,30.5,31.5,11.8,3.33,
2435,Mario Kasun,2002,C,83.75,6' 11.75'',,,260,83.5,6' 11.5'',109.0,9' 1'',,,,12,,,,,
12050,Sean Kennedy,2002,PG,72.75,6' 0.75'',,,182,74.5,6' 2.5'',96.0,8' 0'',,,,0,22.5,26.5,11.64,3.28,
12051,Kris Lang,2002,C-PF,81.25,6' 9.25'',,,242,83.75,6' 11.75'',109.0,9' 1'',,,,19,28.0,29.0,11.36,3.24,
12052,Muhammed Lasege,2002,C-PF,80.75,6' 8.75'',,,228,86.0,7' 2'',108.5,9' 0.5'',,,,18,27.5,30.0,12.96,3.29,
12053,Steve Logan,2002,PG,70.0,5' 10'',,,207,71.75,5' 11.75'',92.5,7' 8.5'',,,,11,,,,,
2677,Kevin Lyde,2002,C-PF,80.75,6' 8.75'',,,278,86.0,7' 2'',109.5,9' 1.5'',,,,13,27.5,30.5,12.97,3.36,
2432,Tito Maddox,2002,PG,75.0,6' 3'',,,200,77.0,6' 5'',99.0,8' 3'',,,,0,27.0,32.5,12.2,3.24,
12054,Kei Madison,2002,SF,79.75,6' 7.75'',,,216,84.5,7' 0.5'',107.0,8' 11'',,,,6,27.5,34.5,11.74,3.22,
12055,Immanuel McElroy,2002,SG,74.25,6' 2.25'',,,191,78.5,6' 6.5'',100.0,8' 4'',,,,9,,,,,
12056,Aaron McGhee,2002,PF-SF,79.0,6' 7'',,,255,82.0,6' 10'',105.5,8' 9.5'',,,,,26.0,28.5,12.24,,
12057,Elvin Mims,2002,SF-SG,76.25,6' 4.25'',,,211,85.5,7' 1.5'',105.5,8' 9.5'',,,,7,32.0,38.0,11.17,3.22,
12058,Byron Mouton,2002,SG-SF,76.5,6' 4.5'',,,213,82.25,6' 10.25'',102.0,8' 6'',,,,7,24.0,30.0,11.84,3.1,
2436,Ronald Murray,2002,SG,75.0,6' 3'',,,197,79.5,6' 7.5'',100.5,8' 4.5'',,,,9,31.0,36.5,11.13,3.16,
12059,Uche Okafor,2002,PF-C,81.0,6' 9'',,,229,89.5,7' 5.5'',112.0,9' 4'',,,,10,24.5,25.0,14.45,3.34,
2442,Chris Owens,2002,PF-SF,79.0,6' 7'',,,237,83.5,6' 11.5'',104.0,8' 8'',,,,10,,,,,
2457,Jannero Pargo,2002,PG,72.25,6' 0.25'',,,168,74.5,6' 2.5'',96.0,8' 0'',,,,5,25.5,29.5,11.11,3.2,
2470,Smush Parker,2002,PG-SG,74.5,6' 2.5'',,,179,82.0,6' 10'',107.5,8' 11.5'',,,,1,21.0,28.5,12.3,3.26,
2458,Luke Recker,2002,SG-SF,76.75,6' 4.75'',,,198,79.0,6' 7'',101.0,8' 5'',,,,13,25.5,31.0,10.78,3.27,
12061,Rolan Roberts,2002,PF,77.75,6' 5.75'',,,241,85.0,7' 1'',105.5,8' 9.5'',,,,16,32.5,37.5,11.36,3.33,
12062,Travis Robinson,2002,SF,77.25,6' 5.25'',,,211,82.5,6' 10.5'',104.5,8' 8.5'',,,,3,26.0,33.0,11.96,3.43,
2416,Kareem Rush,2002,SG-SF,76.75,6' 4.75'',,,199,81.75,6' 9.75'',103.5,8' 7.5'',,,,15,26.0,30.0,11.86,3.22,
12063,Brooks Sales,2002,PF-C,81.0,6' 9'',,,232,82.0,6' 10'',108.0,9' 0'',,,,13,26.0,29.5,11.05,3.29,
2422,John Salmons,2002,SF-SG,77.5,6' 5.5'',,,207,82.25,6' 10.25'',104.0,8' 8'',,,,12,30.5,34.5,11.35,3.25,
2453,Predrag Savovic,2002,SG,76.75,6' 4.75'',,,212,79.0,6' 7'',102.0,8' 6'',,,,13,22.5,28.5,10.94,3.38,
201324,Julian Sensley,2002,PF-SF,79.0,6' 7'',,,228,83.5,6' 11.5'',105.5,8' 9.5'',,,,8,27.5,31.5,11.85,3.32,
12064,Israel Sheinfeld,2002,PF-C,80.25,6' 8.25'',,,239,81.75,6' 9.75'',106.5,8' 10.5'',,,,8,,,,,
12065,Preston Shumpert,2002,SF,78.0,6' 6'',,,197,80.5,6' 8.5'',103.5,8' 7.5'',,,,9,28.5,29.0,11.03,3.24,
2447,Tamar Slay,2002,SF,78.75,6' 6.75'',,,203,83.5,6' 11.5'',104.0,8' 8'',,,,11,32.5,38.0,10.94,3.09,
2443,Darius Songaila,2002,PF,80.0,6' 8'',,,240,85.0,7' 1'',108.5,9' 0.5'',,,,8,24.5,29.5,11.69,3.52,
2405,Amar'e Stoudemire,2002,PF,80.5,6' 8.5'',,,233,85.75,7' 1.75'',108.5,9' 0.5'',,,,12,32.0,35.5,11.19,3.25,
2445,Marcus Taylor,2002,PG,73.0,6' 1'',,,181,76.5,6' 4.5'',98.5,8' 2.5'',,,,4,27.5,33.5,11.25,3.31,
12297,Jobey Thomas,2002,SG,74.75,6' 2.75'',,,183,77.75,6' 5.75'',99.5,8' 3.5'',,,,13,26.0,32.0,11.46,3.3,
2402,Dajuan Wagner,2002,PG-SG,72.75,6' 0.75'',,,193,74.0,6' 2'',99.0,8' 3'',,,,16,28.0,35.0,12.03,3.22,
2404,Chris Wilcox,2002,PF-C,80.25,6' 8.25'',,,218,85.0,7' 1'',107.5,8' 11.5'',,,,20,31.0,34.5,11.43,3.16,
2398,Jay Williams,2002,PG,72.25,6' 0.25'',,,197,75.5,6' 3.5'',97.0,8' 1'',,,,10,28.5,36.0,10.34,3.09,
2421,Frank Williams,2002,PG,73.5,6' 1.5'',,,212,80.0,6' 8'',100.5,8' 4.5'',,,,,26.0,31.0,11.73,3.29,
2465,George Williams,2002,PF-SF,77.75,6' 5.75'',,,214,84.5,7' 0.5'',103.0,8' 7'',,,,11,33.5,39.0,11.21,3.24,
2417,Qyntel Woods,2002,SF-SG,79.0,6' 7'',,,213,82.0,6' 10'',105.0,8' 9'',,,,2,33.5,34.5,11.94,3.23,
2428,Vincent Yarbrough,2002,SF,77.5,6' 5.5'',,,202,84.5,7' 0.5'',104.5,8' 8.5'',,,,10,30.0,34.0,11.7,3.32,
200995,Aloysius Anagonye,2003,PF,78.75,6' 6.75'',,,257,86.5,7' 2.5'',106.0,8' 10'',10.5,,,6,31.0,34.5,12.93,3.3,
12072,Rick Anderson,2003,SF-PF,80.25,6' 8.25'',,,216,83.0,6' 11'',106.5,8' 10.5'',9.9,,,6,26.0,30.5,11.23,3.4,
2546,Carmelo Anthony,2003,SF,78.25,6' 6.25'',,,233,84.0,7' 0'',105.5,8' 9.5'',8.0,,,7,30.5,33.5,11.4,3.15,
2602,Jerome Beasley,2003,SF-PF,81.0,6' 9'',,,237,84.5,7' 0.5'',107.0,8' 11'',9.9,,,10,27.0,32.0,11.36,3.25,
2559,Troy Bell,2003,PG,72.25,6' 0.25'',,,178,77.0,6' 5'',97.5,8' 1.5'',5.3,,,17,34.5,41.0,10.89,3.06,
12073,LaVell Blanchard,2003,SF,78.0,6' 6'',,,205,78.0,6' 6'',101.5,8' 5.5'',11.7,,,12,33.5,36.5,11.64,3.38,
2586,Keith Bogans,2003,SG,76.25,6' 4.25'',,,213,81.25,6' 9.25'',101.0,8' 5'',8.0,,,10,29.5,35.0,11.43,3.25,
2588,Matt Bonner,2003,PF-SF,80.5,6' 8.5'',,,242,80.75,6' 8.75'',105.5,8' 9.5'',13.6,,,20,27.0,32.0,11.52,3.32,
2547,Chris Bosh,2003,PF,82.25,6' 10.25'',,,225,87.5,7' 3.5'',109.0,9' 1'',8.0,,,9,30.5,33.0,11.8,3.3,
2651,Jermaine Boyette,2003,PG-SG,73.0,6' 1'',,,187,76.0,6' 4'',96.0,8' 0'',7.3,,,14,29.0,35.5,11.2,3.07,
12295,Souleymane Camara,2003,PF-SF,81.75,6' 9.75'',,,211.0,86.25,7' 2.25'',109.0,9' 1'',9.9,,,2,28.5,34.5,11.51,3.2,
2679,Matt Carroll,2003,SG-SF,77.0,6' 5'',,,207,78.5,6' 6.5'',98.5,8' 2.5'',6.7,,,13,29.0,33.5,11.11,3.35,
2555,Nick Collison,2003,PF,80.75,6' 8.75'',,,255,85.5,7' 1.5'',108.0,9' 0'',17.0,,,8,28.0,33.0,11.62,3.28,
2567,Brian Cook,2003,PF-SF,81.5,6' 9.5'',,,234,86.0,7' 2'',109.0,9' 1'',10.5,,,6,25.0,29.0,11.87,3.45,
12074,Joel Cornette,2003,PF-SF,80.25,6' 8.25'',,,239,81.25,6' 9.25'',105.5,8' 9.5'',12.9,,,13,26.0,32.5,11.27,3.14,
2605,Marquis Daniels,2003,SG-PG,77.25,6' 5.25'',,,198,82.0,6' 10'',103.5,8' 7.5'',4.0,,,6,30.5,35.0,11.62,3.25,
12075,Aleksander Djuric,2003,C-PF,82.0,6' 10'',,,253,84.0,7' 0'',108.0,9' 0'',16.3,,,3,23.5,27.5,11.97,3.65,
12076,Ruben Douglas,2003,SG,75.5,6' 3.5'',,,193,79.25,6' 7.25'',100.5,8' 4.5'',6.0,,,9,28.5,35.0,11.95,3.27,
2648,Ronald Dupree,2003,SF-SG,78.0,6' 6'',,,209,80.25,6' 8.25'',101.0,8' 5'',6.7,,,11,37.5,41.5,11.09,3.23,
2606,Carl English,2003,SG-PG,76.0,6' 4'',,,201,77.25,6' 5.25'',98.5,8' 2.5'',8.0,,,11,28.0,34.0,11.77,3.32,
12077,Ebi Ere,2003,SG,75.5,6' 3.5'',,,210,82.5,6' 10.5'',102.0,8' 6'',14.1,,,,29.5,33.5,11.38,3.16,
12078,Marquis Estill,2003,PF-C,80.5,6' 8.5'',,,257,88.0,7' 4'',108.0,9' 0'',11.7,,,7,30.0,36.0,12.92,3.31,
2551,T.J. Ford,2003,PG,71.0,5' 11'',,,162,71.5,5' 11.5'',93.5,7' 9.5'',6.7,,,0,32.5,39.5,11.45,3.2,
12079,Jason Gardner,2003,PG,69.75,5' 9.75'',,,194,73.0,6' 1'',92.0,7' 8'',9.3,,,10,30.5,35.0,10.62,3.17,
2584,Willie Green,2003,SG-PG,74.5,6' 2.5'',,,201,79.25,6' 7.25'',100.0,8' 4'',8.0,,,13,28.5,28.5,11.86,3.19,
12080,Justin Hamilton,2003,PG-SG,75.0,6' 3'',,,217,83.0,6' 11'',103.0,8' 7'',8.0,,,17,30.0,37.5,11.18,3.18,
2580,Travis Hansen,2003,SG,76.5,6' 4.5'',,,200,78.5,6' 6.5'',100.5,8' 4.5'',6.0,,,16,31.5,35.0,10.72,3.18,
12081,Trevor Harvey,2003,C-PF,81.5,6' 9.5'',,,245,85.0,7' 1'',109.5,9' 1.5'',10.5,,,11,29.5,32.0,11.85,3.32,
2618,Marcus Hatten,2003,PG,72.75,6' 0.75'',,,163,78.25,6' 6.25'',98.0,8' 2'',4.0,,,7,29.5,37.5,11.5,3.15,
2550,Kirk Hinrich,2003,PG-SG,74.75,6' 2.75'',,,186,78.0,6' 6'',98.5,8' 2.5'',5.3,,,10,29.0,33.5,10.98,3.1,
12082,Jerry Holman,2003,PF,80.75,6' 8.75'',,,232,87.25,7' 3.25'',109.5,9' 1.5'',6.0,,,11,33.0,37.5,11.54,3.24,
12083,Sam Hoskin,2003,PF,79.25,6' 7.25'',,,261,82.75,6' 10.75'',107.5,8' 11.5'',,,,24,,,,,
2572,Josh Howard,2003,SF-SG,77.25,6' 5.25'',,,202,86.0,7' 2'',105.5,8' 9.5'',6.0,,,4,33.0,36.5,10.89,3.09,
2599,Brandon Hunter,2003,PF,78.5,6' 6.5'',,,266,86.75,7' 2.75'',105.5,8' 9.5'',8.0,,,25,32.5,35.0,11.13,3.21,
12084,Sani Ibrahim,2003,C-PF,80.5,6' 8.5'',,,229,85.0,7' 1'',109.5,9' 1.5'',9.3,,,12,26.0,30.5,13.02,3.4,
12085,Michael Ignerski,2003,PF-SF,81.5,6' 9.5'',,,232,82.75,6' 10.75'',107.0,8' 11'',10.5,,,10,26.5,33.0,11.21,3.13,
12086,Robert Jackson,2003,PF-C,79.75,6' 7.75'',,,254,84.0,7' 0'',107.5,8' 11.5'',15.9,,,15,23.5,26.0,11.26,3.25,
2544,LeBron James,2003,SF-SG,79.25,6' 7.25'',,,245,84.25,7' 0.25'',106.25,8' 10.25'',6.7,,,,,,,,
2639,Britton Johnsen,2003,SF-PF,82.0,6' 10'',,,212,82.75,6' 10.75'',107.5,8' 11.5'',7.3,,,13,26.5,32.5,10.67,3.08,
2563,Dahntay Jones,2003,SG-SF,76.75,6' 4.75'',,,214,81.0,6' 9'',102.5,8' 6.5'',2.6,,,,30.0,39.5,10.91,3.11,
2592,James Jones,2003,SF,79.25,6' 7.25'',,,218,86.5,7' 2.5'',107.5,8' 11.5'',6.7,,,9,30.5,33.0,11.18,3.19,
2549,Chris Kaman,2003,C-PF,83.5,6' 11.5'',,,252,83.75,6' 11.75'',110.5,9' 2.5'',16.3,,,15,23.5,30.5,11.33,3.37,
2574,Jason Kapono,2003,SG-SF,78.5,6' 6.5'',,,215,78.5,6' 6.5'',102.0,8' 6'',11.7,,,8,23.5,30.0,11.04,3.38,
12087,Jason Keep,2003,C-PF,81.75,6' 9.75'',,,270,84.5,7' 0.5'',106.5,8' 10.5'',8.6,,,27,29.5,34.0,11.18,3.3,
12088,Bernard King,2003,SG-PG,75.75,6' 3.75'',,,200,77.5,6' 5.5'',98.5,8' 2.5'',12.9,,,11,28.0,33.5,11.37,3.18,
2688,Brandin Knight,2003,PG,71.75,5' 11.75'',,,190,78.0,6' 6'',95.5,7' 11.5'',10.5,,,6,,,,,
2594,Kyle Korver,2003,SF,78.25,6' 6.25'',,,211,81.5,6' 9.5'',102.5,8' 6.5'',6.7,,,13,25.5,31.5,11.42,3.47,
2591,James Lang,2003,C-PF,80.25,6' 8.25'',,,316,90.25,7' 6.25'',110.0,9' 2'',21.4,,,8,24.5,32.0,14.01,3.55,
12089,Donald Little,2003,PF-C,81.5,6' 9.5'',,,229,87.0,7' 3'',97.0,8' 1'',7.3,,,18,33.0,37.0,11.18,3.2,
2658,Chris Marcus,2003,C,84.0,7' 0'',,,334,92.0,7' 8'',114.0,9' 6'',23.1,,,12,,,,,
12090,Chris Massie,2003,PF-C,78.5,6' 6.5'',,,259,85.0,7' 1'',106.5,8' 10.5'',14.8,,,13,26.5,33.0,12.48,3.22,
12091,Will McDonald,2003,C-PF,81.5,6' 9.5'',,,258,87.5,7' 3.5'',109.5,9' 1.5'',13.6,,,17,25.0,32.5,11.83,3.42,
2545,Darko Milicic,2003,PF,83.5,6' 11.5'',,,250,89.0,7' 5'',111.5,9' 3.5'',8.0,,,13,26.5,32.5,11.3,3.36,
12092,Jeff Newton,2003,PF,80.0,6' 8'',,,199,85.0,7' 1'',106.0,8' 10'',5.3,,,9,27.5,34.0,11.18,3.23,
12093,Uche Nsonwu-Amadi,2003,PF-C,79.75,6' 7.75'',,,246,87.75,7' 3.75'',106.5,8' 10.5'',6.0,,,21,27.5,29.0,11.83,3.25,
12094,Ugonna Okyekwe,2003,SF,79.25,6' 7.25'',,,228,87.0,7' 3'',109.0,9' 1'',4.3,,,8,32.0,36.5,11.43,3.2,
101248,Marlon Parmer,2003,PG,72.75,6' 0.75'',,,184,75.5,6' 3.5'',97.0,8' 1'',9.3,,,13,28.0,32.0,,3.42,
12095,Stephane Pelle,2003,PF-SF,79.0,6' 7'',,,246,86.0,7' 2'',107.0,8' 11'',12.4,,,17,28.5,33.0,11.37,3.27,
2632,Kirk Penney,2003,SG-SF,77.0,6' 5'',,,218,77.25,6' 5.25'',97.0,8' 1'',8.0,,,15,32.0,35.5,10.44,3.04,
2750,Pavel Podkolzin,2003,C,87.5,7' 3.5'',,,303,89.75,7' 5.75'',116.0,9' 8'',16.3,,,5,19.5,22.5,13.4,3.8,
2694,Josh Powell,2003,PF-SF,80.0,6' 8'',,,227,85.0,7' 1'',107.5,8' 11.5'',8.0,,,15,32.5,38.5,11.72,3.2,
12096,Hollis Price,2003,PG-SG,71.5,5' 11.5'',,,165,76.5,6' 4.5'',94.5,7' 10.5'',7.3,,,1,27.5,33.0,10.72,3.25,
2557,Luke Ridnour,2003,PG,73.0,6' 1'',,,167,75.0,6' 3'',95.5,7' 11.5'',5.3,,,0,26.0,32.5,11.0,3.28,
12097,Joe Shipp,2003,SG,76.0,6' 4'',,,224,82.0,6' 10'',103.0,8' 7'',11.7,,,17,29.0,34.5,11.75,3.2,
12098,Ron Slay,2003,SF-PF,78.0,6' 6'',,,236,82.0,6' 10'',103.5,8' 7.5'',16.3,,,10,28.5,31.5,12.01,3.43,
2596,Tommy Smith,2003,PF-SF,81.0,6' 9'',,,200,86.5,7' 2.5'',107.5,8' 11.5'',6.7,,,2,30.0,33.0,11.54,3.14,
2604,Theron Smith,2003,PF-SF,78.5,6' 6.5'',,,234,82.25,6' 10.25'',104.5,8' 8.5'',9.3,,,25,28.5,32.0,10.99,3.1,
12099,Marvin Stone,2003,C-PF,81.5,6' 9.5'',,,261,87.5,7' 3.5'',109.5,9' 1.5'',17.4,,,9,25.5,27.5,12.1,3.5,
2552,Michael Sweetney,2003,PF,79.25,6' 7.25'',,,262,85.0,7' 1'',107.5,8' 11.5'',14.1,,,3,26.0,31.5,12.9,3.28,
2756,Sasha Vujacic,2003,PG-SG,77.5,6' 5.5'',,,193,77.5,6' 5.5'',101.0,8' 5'',14.1,,,0,,,,,
2548,Dwyane Wade,2003,SG-SF,75.75,6' 3.75'',,,212,82.75,6' 10.75'',102.0,8' 6'',6.7,,,9,31.5,35.0,10.56,3.08,
12101,Wayne Wallace,2003,PF,79.25,6' 7.25'',,,187,86.0,7' 2'',108.0,9' 0'',4.6,,,6,29.5,36.0,11.85,3.24,
2575,Luke Walton,2003,SF-PF,79.75,6' 7.75'',,,235,80.5,6' 8.5'',104.0,8' 8'',9.3,,,12,28.0,,,,
2561,David West,2003,PF-SF,80.25,6' 8.25'',,,226,88.25,7' 4.25'',108.25,9' 0.25'',8.0,,,11,28.5,31.5,12.18,3.43,
2590,Mo Williams,2003,PG-SG,72.75,6' 0.75'',,,189,77.5,6' 5.5'',98.5,8' 2.5'',6.7,,,3,,,,,
12102,Wesley Wilson,2003,C-PF,82.25,6' 10.25'',,,257,87.0,7' 3'',110.5,9' 2.5'',12.4,,,20,27.0,30.5,12.19,3.3,
12103,Doug Wrenn,2003,SF-PF,77.75,6' 5.75'',,,220,91.5,7' 7.5'',100.5,8' 4.5'',7.3,,,15,34.5,41.0,11.38,3.17,
2583,Derrick Zimmerman,2003,PG,73.0,6' 1'',,,190,81.0,6' 9'',96.25,8' .25'',5.3,,,13,34.0,40.5,11.09,3.1,
2754,Tony Allen,2004,SG,75.5,6' 3.5'',76.25,6' 4.25'',214,81.0,6' 9'',102.0,8' 6'',6.7,,,17,31.5,36.5,10.7,3.19,
2772,Trevor Ariza,2004,SG-SF,79.0,6' 7'',80.25,6' 8.25'',201,86.0,7' 2'',107.5,8' 11.5'',8.0,,,8,29.5,32.0,11.63,3.29,
2857,Andre Barrett,2004,PG,68.75,5' 8.75'',69.75,5' 9.75'',171,73.0,6' 1'',92.0,7' 8'',6.7,,,13,29.0,34.5,10.63,3.08,
101138,Brandon Bass,2004,PF,78.25,6' 6.25'',79.25,6' 7.25'',246,86.5,7' 2.5'',106.5,8' 10.5'',9.3,,,18,31.5,33.0,11.61,3.24,
2740,Andris Biedrins,2004,C,,,,,,,,,,9.3,,,,,,,,
2800,Tony Bobbitt,2004,SG,74.75,6' 2.75'',76.0,6' 4'',185,79.0,6' 7'',100.0,8' 4'',7.3,,,1,,,,,
12173,Brian Boddicker,2004,SF-PF,79.5,6' 7.5'',80.75,6' 8.75'',230,82.0,6' 10'',105.5,8' 9.5'',11.2,,,16,28.0,30.0,10.93,3.25,
12174,Tim Bowers,2004,PG-SG,72.5,6' 0.5'',73.75,6' 1.75'',181,81.0,6' 9'',98.0,8' 2'',2.6,,,13,37.0,43.5,11.24,3.21,
2810,Andre Brown,2004,PF-C,80.0,6' 8'',81.5,6' 9.5'',236,83.0,6' 11'',107.0,8' 11'',6.0,,,18,32.0,35.5,11.7,3.22,
2766,Antonio Burks,2004,PG,72.0,6' 0'',72.75,6' 0.75'',191,78.5,6' 6.5'',96.5,8' 0.5'',9.9,,,9,,,,,
2866,Jackie Butler,2004,C,80.0,6' 8'',81.5,6' 9.5'',263,85.5,7' 1.5'',109.0,9' 1'',16.3,,,14,23.0,25.0,13.32,3.4,
12175,Aleksandar Capin,2004,PG,72.0,6' 0'',73.25,6' 1.25'',176,73.5,6' 1.5'',94.0,7' 10'',9.3,,,4,23.0,29.0,11.5,3.27,
12176,Ales Chan,2004,C,84.0,7' 0'',86.0,7' 2'',255,87.0,7' 3'',113.0,9' 5'',14.8,,,2,21.0,29.0,12.9,3.62,
2735,Josh Childress,2004,SG-SF,77.75,6' 5.75'',79.25,6' 7.25'',196,83.0,6' 11'',105.0,8' 9'',9.3,,,11,29.0,36.0,11.95,3.38,
200555,TJ Cummings,2004,SF,79.5,6' 7.5'',80.75,6' 8.75'',215,81.5,6' 9.5'',106.5,8' 10.5'',6.7,,,6,27.0,31.0,11.58,3.12,
2845,Erik Daniels,2004,SF-PF,78.25,6' 6.25'',79.5,6' 7.5'',223,83.0,6' 11'',106.0,8' 10'',18.5,,,4,31.0,32.0,11.38,3.19,
2736,Luol Deng,2004,SF,79.0,6' 7'',80.0,6' 8'',220,84.5,7' 0.5'',108.5,9' 0.5'',6.7,,,5,27.5,31.5,11.46,3.34,
12177,Marcus Douthit,2004,C-PF,81.5,6' 9.5'',83.0,6' 11'',223,88.0,7' 4'',111.5,9' 3.5'',13.7,,,1,25.5,31.5,11.64,3.34,
2768,Chris Duhon,2004,PG,72.0,6' 0'',73.25,6' 1.25'',193,78.5,6' 6.5'',98.0,8' 2'',6.7,,,7,31.5,35.0,10.45,3.14,
2823,John Edwards,2004,C,83.25,6' 11.25'',85.0,7' 1'',264,88.5,7' 4.5'',113.0,9' 5'',14.1,,,15,,,,,
2765,Andre Emmett,2004,SG-SF,75.5,6' 3.5'',76.5,6' 4.5'',216,81.0,6' 9'',100.0,8' 4'',6.7,,,,,,,,
2824,Desmon Farmer,2004,SG,76.5,6' 4.5'',77.75,6' 5.75'',214,80.5,6' 8.5'',103.0,8' 7'',5.3,,,12,24.0,31.0,10.89,3.2,
2784,Luis Flores,2004,PG-SG,72.5,6' 0.5'',73.75,6' 1.75'',202,79.5,6' 7.5'',98.5,8' 2.5'',6.0,,,15,29.0,32.0,10.97,3.1,
2782,Matt Freije,2004,SF-PF,80.25,6' 8.25'',81.5,6' 9.5'',234,85.0,7' 1'',108.5,9' 0.5'',10.8,,,13,29.5,31.0,11.15,3.25,
12178,Chris Garnett,2004,C-PF,80.25,6' 8.25'',81.75,6' 9.75'',260,85.0,7' 1'',108.0,9' 0'',14.8,,,22,27.0,31.5,11.75,3.36,
101155,Ryan Gomes,2004,SF-PF,78.5,6' 6.5'',79.75,6' 7.75'',248,86.0,7' 2'',106.5,8' 10.5'',,,,9,26.5,30.5,12.49,3.24,
2732,Ben Gordon,2004,PG-SG,73.0,6' 1'',74.25,6' 2.25'',192,80.5,6' 8.5'',99.0,8' 3'',5.3,,,12,31.5,37.5,11.28,3.19,
2734,Devin Harris,2004,PG,73.75,6' 1.75'',75.0,6' 3'',170,79.5,6' 7.5'',98.5,8' 2.5'',5.3,,,5,30.5,37.0,11.03,3.19,
2730,Dwight Howard,2004,PF-C,81.0,6' 9'',82.25,6' 10.25'',240,88.5,7' 4.5'',111.5,9' 3.5'',10.5,,,7,30.5,35.5,11.21,3.14,
12179,Rolando Howell,2004,PF,79.5,6' 7.5'',80.5,6' 8.5'',229,84.5,7' 0.5'',107.0,8' 11'',11.7,,,,28.5,34.5,11.91,3.28,
2743,Kris Humphries,2004,PF,80.25,6' 8.25'',81.5,6' 9.5'',238,84.5,7' 0.5'',106.5,8' 10.5'',6.7,,,22,29.5,36.0,11.33,3.2,
2738,Andre Iguodala,2004,SG-SF,77.75,6' 5.75'',78.75,6' 6.75'',217,83.0,6' 11'',105.5,8' 9.5'',6.7,,,4,30.5,34.5,11.17,3.18,
12180,Martin Iti,2004,C-PF,80.5,6' 8.5'',81.75,6' 9.75'',233,89.0,7' 5'',111.5,9' 3.5'',10.5,,,13,26.5,32.5,12.28,3.41,
2739,Luke Jackson,2004,SF-SG,78.0,6' 6'',79.0,6' 7'',212,80.5,6' 8.5'',103.0,8' 7'',8.0,,,13,26.5,36.0,11.1,3.24,
2744,Al Jefferson,2004,PF-SF,80.5,6' 8.5'',81.75,6' 9.75'',263,86.5,7' 2.5'',110.0,9' 2'',10.5,,,3,28.5,30.0,13.08,3.29,
2865,Arthur Johnson,2004,PF-C,79.0,6' 7'',80.5,6' 8.5'',262,87.0,7' 3'',109.0,9' 1'',16.3,,,14,26.5,28.5,11.81,3.38,
12181,Ivan Koljevic,2004,PG,73.0,6' 1'',74.0,6' 2'',172,74.5,6' 2.5'',95.0,7' 11'',6.7,,,4,26.0,28.5,11.07,3.28,
12182,Herve Lamizana,2004,SF-PF,79.5,6' 7.5'',80.5,6' 8.5'',210,85.5,7' 1.5'',107.0,8' 11'',6.7,,,,,,,,
2778,Sergei Lishouk,2004,PF-SF,82.25,6' 10.25'',83.5,6' 11.5'',244,84.0,7' 0'',109.5,9' 1.5'',10.5,,,,,,,,
2733,Shaun Livingston,2004,PG-SG,78.25,6' 6.25'',79.5,6' 7.5'',186,83.0,6' 11'',105.5,8' 9.5'',6.7,,,,26.5,30.0,10.72,3.23,
