Player,RimMade,RimMiss,RimAst,MidMade,MidMiss,MidAst,ThreeMade,ThreeMiss,ThreeAst,DunkMade,DunkMiss,DunkAst,ND_RimMade,ND_RimMiss,ND_RimAtt,NonDunk_Rim%,NonDunk_Assisted%,RimAtt,Total_Rim%,Total_Assisted_Rim%,Mid_Att,Mid_FG%,Mid_Assisted%,TwoPt_Att,TwoPt_FG%,TwoPt_Assisted%,Three_Att,Three_FG%,Three_Assisted%,Total_Assisted%,Total_Att,Rim_Freq,Mid_Freq,Three_Freq,TwoPt_Freq,player_lower
Arnett Moultrie,180,64,92,114,188,64,17,41,17,84,5,63,96,59,155,0.6193548387096774,0.3020833333333333,244,0.7377049180327869,0.5111111111111111,302,0.37748344370860926,0.5614035087719298,546,0.5384615384615384,0.5306122448979592,58,0.29310344827586204,1.0,0.5562700964630225,604,0.40397350993377484,0.5,0.09602649006622517,0.9039735099337748,arnett moultrie
Asa Newell,137,51,67,28,47,9,26,63,26,57,7,39,80,44,124,0.6451612903225806,0.35,188,0.7287234042553191,0.48905109489051096,75,0.37333333333333335,0.32142857142857145,263,0.6273764258555133,0.46060606060606063,89,0.29213483146067415,1.0,0.5340314136125655,352,0.5340909090909091,0.21306818181818182,0.2528409090909091,0.7471590909090909,asa newell
Ashton Hagans,134,100,19,43,89,8,30,83,23,14,1,2,120,99,219,0.547945205479452,0.14166666666666666,234,0.5726495726495726,0.1417910447761194,132,0.32575757575757575,0.18604651162790697,366,0.48360655737704916,0.15254237288135594,113,0.26548672566371684,0.7666666666666667,0.24154589371980675,479,0.48851774530271397,0.2755741127348643,0.2359081419624217,0.7640918580375783,ashton hagans
Austin Reaves,142,93,30,101,164,8,155,292,104,11,1,3,131,92,223,0.5874439461883408,0.20610687022900764,235,0.6042553191489362,0.2112676056338028,265,0.38113207547169814,0.07920792079207921,500,0.486,0.15637860082304528,447,0.34675615212527966,0.6709677419354839,0.35678391959798994,947,0.2481520591341077,0.27983104540654696,0.4720168954593453,0.5279831045406547,austin reaves
Austin Rivers,82,59,11,34,68,0,58,101,23,3,0,1,79,59,138,0.572463768115942,0.12658227848101267,141,0.5815602836879432,0.13414634146341464,102,0.3333333333333333,0.0,243,0.4773662551440329,0.09482758620689655,159,0.36477987421383645,0.39655172413793105,0.19540229885057472,402,0.35074626865671643,0.2537313432835821,0.39552238805970147,0.6044776119402985,austin rivers
Avery Bradley,47,42,16,70,97,26,42,70,40,14,2,6,33,40,73,0.4520547945205479,0.30303030303030304,89,0.5280898876404494,0.3404255319148936,167,0.41916167664670656,0.37142857142857144,256,0.45703125,0.358974358974359,112,0.375,0.9523809523809523,0.5157232704402516,368,0.2418478260869565,0.453804347826087,0.30434782608695654,0.6956521739130435,avery bradley
Ayo Dosunmu,297,147,108,155,281,26,109,208,90,22,0,14,275,147,422,0.6516587677725119,0.3418181818181818,444,0.668918918918919,0.36363636363636365,436,0.3555045871559633,0.16774193548387098,880,0.5136363636363637,0.29646017699115046,317,0.3438485804416404,0.8256880733944955,0.39928698752228164,1197,0.37092731829573933,0.3642439431913116,0.264828738512949,0.7351712614870509,ayo dosunmu
B.J. Johnson,154,90,78,118,191,36,127,253,121,64,4,45,90,86,176,0.5113636363636364,0.36666666666666664,244,0.6311475409836066,0.5064935064935064,309,0.3818770226537217,0.3050847457627119,553,0.4918625678119349,0.41911764705882354,380,0.33421052631578946,0.952755905511811,0.5889724310776943,933,0.2615219721329046,0.3311897106109325,0.40728831725616294,0.5927116827438371,b.j. johnson
Baylor Scheierman,213,111,58,186,220,24,349,548,274,21,3,11,192,108,300,0.64,0.24479166666666666,324,0.6574074074074074,0.27230046948356806,406,0.458128078817734,0.12903225806451613,730,0.5465753424657535,0.20551378446115287,897,0.3890746934225195,0.7851002865329513,0.47593582887700536,1627,0.19913952059004303,0.24953902888752305,0.551321450522434,0.4486785494775661,baylor scheierman
Ben Bentil,176,111,117,85,148,49,61,127,56,38,8,34,138,103,241,0.5726141078838174,0.6014492753623188,287,0.6132404181184669,0.6647727272727273,233,0.3648068669527897,0.5764705882352941,520,0.5019230769230769,0.6360153256704981,188,0.324468085106383,0.9180327868852459,0.6894409937888198,708,0.4053672316384181,0.3290960451977401,0.2655367231638418,0.7344632768361582,ben bentil
Ben Hansbrough,121,80,29,48,78,10,154,207,127,6,0,4,115,80,195,0.5897435897435898,0.21739130434782608,201,0.6019900497512438,0.2396694214876033,126,0.38095238095238093,0.20833333333333334,327,0.5168195718654435,0.23076923076923078,361,0.4265927977839335,0.8246753246753247,0.5139318885448917,688,0.2921511627906977,0.18313953488372092,0.5247093023255814,0.4752906976744186,ben hansbrough
Ben McLemore,90,36,46,35,65,17,73,101,68,44,1,31,46,35,81,0.5679012345679012,0.32608695652173914,126,0.7142857142857143,0.5111111111111111,100,0.35,0.4857142857142857,226,0.5530973451327433,0.504,174,0.41954022988505746,0.9315068493150684,0.6616161616161617,400,0.315,0.25,0.435,0.565,ben mclemore
Ben Moore,319,147,195,137,236,88,1,4,1,74,2,62,245,145,390,0.6282051282051282,0.5428571428571428,466,0.6845493562231759,0.6112852664576802,373,0.3672922252010724,0.6423357664233577,839,0.5435041716328963,0.6206140350877193,5,0.2,1.0,0.6214442013129103,844,0.5521327014218009,0.4419431279620853,0.005924170616113744,0.9940758293838863,ben moore
Ben Sheppard,262,143,139,71,111,18,196,337,180,35,3,26,227,140,367,0.6185286103542235,0.4977973568281938,405,0.6469135802469136,0.5305343511450382,182,0.3901098901098901,0.2535211267605634,587,0.5672913117546848,0.47147147147147145,533,0.3677298311444653,0.9183673469387755,0.6370510396975425,1120,0.36160714285714285,0.1625,0.4758928571428571,0.5241071428571429,ben sheppard
Ben Simmons,159,61,77,55,106,17,1,2,1,56,5,38,103,56,159,0.6477987421383647,0.3786407766990291,220,0.7227272727272728,0.48427672955974843,161,0.3416149068322981,0.3090909090909091,381,0.5616797900262467,0.4392523364485981,3,0.3333333333333333,1.0,0.4418604651162791,384,0.5729166666666666,0.4192708333333333,0.0078125,0.9921875,ben simmons
Ben Uzoh,68,39,10,62,82,3,47,91,31,10,0,2,58,39,97,0.5979381443298969,0.13793103448275862,107,0.6355140186915887,0.14705882352941177,144,0.4305555555555556,0.04838709677419355,251,0.5179282868525896,0.1,138,0.34057971014492755,0.6595744680851063,0.24858757062146894,389,0.2750642673521851,0.37017994858611825,0.35475578406169667,0.6452442159383034,ben uzoh
Bennedict Mathurin,150,80,84,35,91,11,121,193,100,51,5,41,99,75,174,0.5689655172413793,0.43434343434343436,230,0.6521739130434783,0.56,126,0.2777777777777778,0.3142857142857143,356,0.5196629213483146,0.5135135135135135,314,0.3853503184713376,0.8264462809917356,0.6372549019607843,670,0.34328358208955223,0.1880597014925373,0.46865671641791046,0.5313432835820896,bennedict mathurin
Bernard James,216,94,127,58,69,22,0,0,0,83,5,62,133,89,222,0.5990990990990991,0.48872180451127817,310,0.6967741935483871,0.5879629629629629,127,0.4566929133858268,0.3793103448275862,437,0.6270022883295194,0.5437956204379562,0,,,0.5437956204379562,437,0.7093821510297483,0.2906178489702517,0.0,1.0,bernard james
Billy Garrett Jr.,188,150,30,133,292,7,141,295,97,4,1,1,184,149,333,0.5525525525525525,0.15760869565217392,338,0.5562130177514792,0.1595744680851064,425,0.3129411764705882,0.05263157894736842,763,0.42070773263433814,0.11526479750778816,436,0.32339449541284404,0.6879432624113475,0.29004329004329005,1199,0.2819015846538782,0.35446205170975814,0.36363636363636365,0.6363636363636364,billy garrett jr.
Blake Wesley,82,78,22,38,60,2,52,120,38,18,2,4,64,76,140,0.45714285714285713,0.28125,160,0.5125,0.2682926829268293,98,0.3877551020408163,0.05263157894736842,258,0.46511627906976744,0.2,172,0.3023255813953488,0.7307692307692307,0.36046511627906974,430,0.37209302325581395,0.22790697674418606,0.4,0.6,blake wesley
Bobby Portis,243,85,121,145,243,93,23,40,21,51,6,36,192,79,271,0.7084870848708487,0.4427083333333333,328,0.7408536585365854,0.49794238683127573,388,0.37371134020618557,0.6413793103448275,716,0.5418994413407822,0.5515463917525774,63,0.36507936507936506,0.9130434782608695,0.5717761557177615,779,0.42105263157894735,0.4980744544287548,0.08087291399229782,0.9191270860077022,bobby portis
Bol Bol,39,15,21,22,31,14,13,12,13,15,3,10,24,12,36,0.6666666666666666,0.4583333333333333,54,0.7222222222222222,0.5384615384615384,53,0.41509433962264153,0.6363636363636364,107,0.5700934579439252,0.5737704918032787,25,0.52,1.0,0.6486486486486487,132,0.4090909090909091,0.4015151515151515,0.1893939393939394,0.8106060606060606,bol bol
Bonzie Colson,274,128,156,280,324,112,47,89,39,25,4,13,249,124,373,0.6675603217158177,0.5742971887550201,402,0.681592039800995,0.5693430656934306,604,0.46357615894039733,0.4,1006,0.5506958250497018,0.48375451263537905,136,0.34558823529411764,0.8297872340425532,0.5108153078202995,1142,0.3520140105078809,0.5288966725043783,0.1190893169877408,0.8809106830122592,bonzie colson
Brad Wanamaker,133,91,55,92,165,46,41,77,35,14,0,12,119,91,210,0.5666666666666667,0.36134453781512604,224,0.59375,0.41353383458646614,257,0.35797665369649806,0.5,481,0.4677754677754678,0.4488888888888889,118,0.3474576271186441,0.8536585365853658,0.5112781954887218,599,0.3739565943238731,0.4290484140233723,0.19699499165275458,0.8030050083472454,brad wanamaker
Bradley Beal,89,48,31,23,47,7,63,123,57,18,2,12,71,46,117,0.6068376068376068,0.2676056338028169,137,0.6496350364963503,0.34831460674157305,70,0.32857142857142857,0.30434782608695654,207,0.5410628019323671,0.3392857142857143,186,0.3387096774193548,0.9047619047619048,0.5428571428571428,393,0.3486005089058524,0.178117048346056,0.4732824427480916,0.5267175572519084,bradley beal
Branden Carlson,413,180,261,183,269,116,135,246,133,200,22,166,213,158,371,0.5741239892183289,0.4460093896713615,593,0.6964586846543002,0.6319612590799032,452,0.40486725663716816,0.6338797814207651,1045,0.570334928229665,0.6325503355704698,381,0.3543307086614173,0.9851851851851852,0.6976744186046512,1426,0.4158485273492286,0.3169705469845722,0.26718092566619916,0.7328190743338009,branden carlson
Branden Dawson,432,166,268,131,264,56,0,9,0,121,8,87,311,158,469,0.6631130063965884,0.5819935691318328,598,0.7224080267558528,0.6203703703703703,395,0.33164556962025316,0.42748091603053434,993,0.5669687814702921,0.5754884547069272,9,0.0,,0.5754884547069272,1002,0.5968063872255489,0.39421157684630737,0.008982035928143712,0.9910179640718563,branden dawson
Brandin Podziemski,80,46,23,62,85,13,83,109,48,8,2,2,72,44,116,0.6206896551724138,0.2916666666666667,126,0.6349206349206349,0.2875,147,0.4217687074829932,0.20967741935483872,273,0.5201465201465202,0.2535211267605634,192,0.4322916666666667,0.5783132530120482,0.37333333333333335,465,0.2709677419354839,0.3161290322580645,0.4129032258064516,0.5870967741935483,brandin podziemski
Brandon Boston Jr.,43,43,14,30,74,11,30,70,27,9,1,4,34,42,76,0.4473684210526316,0.29411764705882354,86,0.5,0.32558139534883723,104,0.28846153846153844,0.36666666666666664,190,0.38421052631578945,0.3424657534246575,100,0.3,0.9,0.5048543689320388,290,0.296551724137931,0.3586206896551724,0.3448275862068966,0.6551724137931034,brandon boston jr.
Brandon Clarke,407,131,222,148,175,53,6,18,6,121,4,101,286,127,413,0.6924939467312349,0.4230769230769231,538,0.7565055762081785,0.5454545454545454,323,0.4582043343653251,0.3581081081081081,861,0.6445993031358885,0.4954954954954955,24,0.25,1.0,0.5008912655971479,885,0.607909604519774,0.3649717514124294,0.02711864406779661,0.9728813559322034,brandon clarke
Brandon Davies,295,115,149,283,414,129,5,12,5,80,6,54,215,109,324,0.6635802469135802,0.4418604651162791,410,0.7195121951219512,0.5050847457627119,697,0.406025824964132,0.4558303886925795,1107,0.5221318879855466,0.4809688581314879,17,0.29411764705882354,1.0,0.4854202401372213,1124,0.36476868327402134,0.6201067615658363,0.015124555160142349,0.9848754448398577,brandon davies
Brandon Goodwin,328,200,60,95,145,4,109,251,71,13,1,8,315,199,514,0.6128404669260701,0.16507936507936508,528,0.6212121212121212,0.18292682926829268,240,0.3958333333333333,0.042105263157894736,768,0.55078125,0.15130023640661938,360,0.30277777777777776,0.6513761467889908,0.25375939849624063,1128,0.46808510638297873,0.2127659574468085,0.3191489361702128,0.6808510638297872,brandon goodwin
Brandon Ingram,69,48,12,65,107,11,80,115,76,17,0,7,52,48,100,0.52,0.09615384615384616,117,0.5897435897435898,0.17391304347826086,172,0.37790697674418605,0.16923076923076924,289,0.46366782006920415,0.17164179104477612,195,0.41025641025641024,0.95,0.46261682242990654,484,0.24173553719008264,0.35537190082644626,0.40289256198347106,0.5971074380165289,brandon ingram
Brandon Knight,65,52,18,65,100,12,87,144,67,5,1,2,60,51,111,0.5405405405405406,0.26666666666666666,117,0.5555555555555556,0.27692307692307694,165,0.3939393939393939,0.18461538461538463,282,0.46099290780141844,0.23076923076923078,231,0.37662337662337664,0.7701149425287356,0.4470046082949309,513,0.22807017543859648,0.3216374269005848,0.4502923976608187,0.5497076023391813,brandon knight
Brandon Miller,205,137,81,87,202,14,168,303,137,34,4,21,171,133,304,0.5625,0.3508771929824561,342,0.5994152046783626,0.3951219512195122,289,0.30103806228373703,0.16091954022988506,631,0.46275752773375595,0.3253424657534247,471,0.35668789808917195,0.8154761904761905,0.5043478260869565,1102,0.3103448275862069,0.26225045372050815,0.42740471869328495,0.5725952813067151,brandon miller
Brandon Paul,185,115,54,121,276,13,204,432,141,50,3,21,135,112,247,0.5465587044534413,0.24444444444444444,300,0.6166666666666667,0.2918918918918919,397,0.3047858942065491,0.10743801652892562,697,0.43902439024390244,0.21895424836601307,636,0.32075471698113206,0.6911764705882353,0.40784313725490196,1333,0.2250562640660165,0.2978244561140285,0.477119279819955,0.522880720180045,brandon paul
Brandon Sampson,101,41,40,40,68,6,85,178,71,34,4,22,67,37,104,0.6442307692307693,0.26865671641791045,142,0.7112676056338029,0.39603960396039606,108,0.37037037037037035,0.15,250,0.564,0.3262411347517731,263,0.3231939163498099,0.8352941176470589,0.5176991150442478,513,0.27680311890838205,0.21052631578947367,0.5126705653021443,0.4873294346978557,brandon sampson
Brandon Williams,121,89,31,52,127,16,79,190,63,21,2,13,100,87,187,0.5347593582887701,0.18,210,0.5761904761904761,0.256198347107438,179,0.2905027932960894,0.3076923076923077,389,0.44473007712082263,0.27167630057803466,269,0.2936802973977695,0.7974683544303798,0.4365079365079365,658,0.3191489361702128,0.27203647416413373,0.4088145896656535,0.5911854103343465,brandon williams
Braxton Key,247,174,102,54,122,22,78,207,66,44,5,33,203,169,372,0.5456989247311828,0.3399014778325123,421,0.5866983372921615,0.41295546558704455,176,0.3068181818181818,0.4074074074074074,597,0.5041876046901173,0.4119601328903654,285,0.2736842105263158,0.8461538461538461,0.5013192612137203,882,0.47732426303854875,0.19954648526077098,0.3231292517006803,0.6768707482993197,braxton key
Briante Weber,133,114,26,123,179,11,40,106,36,13,0,6,120,114,234,0.5128205128205128,0.16666666666666666,247,0.5384615384615384,0.19548872180451127,302,0.40728476821192056,0.08943089430894309,549,0.4663023679417122,0.14453125,146,0.273972602739726,0.9,0.24662162162162163,695,0.3553956834532374,0.43453237410071943,0.21007194244604316,0.7899280575539568,briante weber
Brice Johnson,418,114,295,289,413,204,0,0,0,190,8,155,228,106,334,0.6826347305389222,0.6140350877192983,532,0.7857142857142857,0.7057416267942583,702,0.4116809116809117,0.7058823529411765,1234,0.5729335494327391,0.7057991513437057,0,,,0.7057991513437057,1234,0.43111831442463533,0.5688816855753647,0.0,1.0,brice johnson
Brice Sensabaugh,52,38,21,85,87,15,60,88,53,9,1,4,43,37,80,0.5375,0.3953488372093023,90,0.5777777777777777,0.40384615384615385,172,0.4941860465116279,0.17647058823529413,262,0.5229007633587787,0.26277372262773724,148,0.40540540540540543,0.8833333333333333,0.4517766497461929,410,0.21951219512195122,0.4195121951219512,0.36097560975609755,0.6390243902439025,brice sensabaugh
Bronny James,16,11,9,9,16,4,16,44,12,4,1,1,12,10,22,0.5454545454545454,0.6666666666666666,27,0.5925925925925926,0.5625,25,0.36,0.4444444444444444,52,0.4807692307692308,0.52,60,0.26666666666666666,0.75,0.6097560975609756,112,0.24107142857142858,0.22321428571428573,0.5357142857142857,0.4642857142857143,bronny james
Brooks Barnhizer,151,127,68,135,207,31,84,188,72,14,1,4,137,126,263,0.5209125475285171,0.46715328467153283,278,0.5431654676258992,0.4503311258278146,342,0.39473684210526316,0.22962962962962963,620,0.4612903225806452,0.34615384615384615,272,0.3088235294117647,0.8571428571428571,0.46216216216216216,892,0.3116591928251121,0.3834080717488789,0.30493273542600896,0.695067264573991,brooks barnhizer
Bruce Brown Jr.,48,41,20,14,25,0,16,44,10,14,1,12,34,40,74,0.4594594594594595,0.23529411764705882,89,0.5393258426966292,0.4166666666666667,39,0.358974358974359,0.0,128,0.484375,0.3225806451612903,60,0.26666666666666666,0.625,0.38461538461538464,188,0.4734042553191489,0.2074468085106383,0.3191489361702128,0.6808510638297872,bruce brown jr.
Bruno Fernando,213,100,109,74,91,19,4,9,3,98,11,74,115,89,204,0.5637254901960784,0.30434782608695654,313,0.6805111821086262,0.5117370892018779,165,0.4484848484848485,0.25675675675675674,478,0.600418410041841,0.445993031358885,13,0.3076923076923077,0.75,0.45017182130584193,491,0.6374745417515275,0.3360488798370672,0.026476578411405296,0.9735234215885947,bruno fernando
Bryce Cotton,209,153,83,136,219,46,266,469,226,26,1,20,183,152,335,0.5462686567164179,0.3442622950819672,362,0.5773480662983426,0.39712918660287083,355,0.38309859154929576,0.3382352941176471,717,0.4811715481171548,0.3739130434782609,735,0.3619047619047619,0.849624060150376,0.5810147299509002,1452,0.2493112947658402,0.24449035812672176,0.506198347107438,0.493801652892562,bryce cotton
Bryce Dejean-Jones,163,93,61,130,216,45,100,198,76,55,4,32,108,89,197,0.5482233502538071,0.26851851851851855,256,0.63671875,0.37423312883435583,346,0.37572254335260113,0.34615384615384615,602,0.4867109634551495,0.36177474402730375,298,0.33557046979865773,0.76,0.4631043256997455,900,0.28444444444444444,0.3844444444444444,0.33111111111111113,0.6688888888888889,bryce dejean-jones
